HGNC symbol	MGI symbol
FAM132A	Fam132a
	Lzts3
	Selm
CCDC142	Ccdc142
ZNF689	Zfp689
ST13	St13
KLK5	Klk5
MLF2	Mlf2
PMVK	Pmvk
PIEZO1	Piezo1
TEKT1	Tekt1
POU2F2	Pou2f2
CSRP2BP	Csrp2bp
RWDD2B	Rwdd2b
GPR89A	Gpr89
PHLDA1	Phlda1
SNORD1C	Snord1b
SNORD1C	Snord1c
PKNOX2	Pknox2
RNMT	Rnmt
AK5	Ak5
RN7SKP241	Gm23780
DLAT	Dlat
SUFU	Sufu
SLC25A4	Slc25a4
THTPA	Thtpa
GLUL	Glul
WBP11	Wbp11
TMEM106A	Tmem106a
AKR1B15	Akr1b10
AKR1B15	Akr1b7
USP17L15	Usp17ld
USP17L15	Usp17la
USP17L15	Usp17lc
PPM1G	Ppm1g
TDGF1	Tdgf1
KCNH4	Kcnh4
EN2	En2
SYT10	Syt10
KLRD1	Klrd1
TPH2	Tph2
GLTSCR2	Gltscr2
ANKRD18B	Ankrd26
ANKRD18B	Gm1758
ANKRD18B	Gm15319
ANKRD18B	Gm20946
ANKRD18B	4930430A15Rik
SDCCAG8	Sdccag8
FZD3	Fzd3
GYS2	Gys2
EEFSEC	Eefsec
ERMP1	Ermp1
CPD	Cpd
TIMP3	Timp3
ACADL	Acadl
NDUFB4	Ndufb4
ATXN7L2	Atxn7l2
RNU1-54P	Gm24192
PPP1R9A	Ppp1r9a
DENND2D	Dennd2d
LRWD1	Lrwd1
CHORDC1	Chordc1
CHRNB4	Chrnb4
TMEM208	Tmem208
TPD52L1	Tpd52l1
FNBP1	Fnbp1
FBXO24	Fbxo24
ALDH1A2	Aldh1a2
SIDT1	Sidt1
CHTOP	Chtop
RETNLB	Retnlg
RETNLB	Retnla
RETNLB	Retnlb
ZBTB41	Zbtb41
PRIMA1	Prima1
FAM71F2	Fam71f2
DNAH2	Dnah2
SIRPA	Sirpb1a
SIRPA	Sirpb1b
SIRPA	Sirpb1c
SIRPA	Sirpa
RCN1	Rcn1
BLK	Blk
MAL	Mal
ZNF296	Zfp296
DDX52	Ddx52
RNU6-806P	Gm22783
PVALB	Pvalb
ZCCHC14	Zcchc14
FMNL2	Fmnl2
PCDHGC5	Pcdhgc5
AURKB	Aurkb
MS4A1	Ms4a1
QTRT1	Qtrt1
SIGLEC9	Siglece
ZNF3	Zfp113
TYRO3	Tyro3
CCDC12	Ccdc12
CXCR4	Cxcr4
RNU6-861P	Gm25601
HOXD4	Hoxd4
FBXO21	Fbxo21
PLEKHM2	Plekhm2
UPP1	Upp1
KIAA1161	AI464131
C2orf57	1700019O17Rik
TRAV12-2	Trav7n-4
TRAV12-2	Trav7n-5
CPNE9	Cpne9
TBC1D10C	Tbc1d10c
CPNE1	Cpne1
SMAD5	Smad5
PLEKHA2	Plekha2
MBLAC1	Mblac1
EML3	Eml3
	Gm27263
ROBO2	Robo2
PPIA	Ppia
BTN2A1	Btn2a2
PNMT	Pnmt
MKRN2	Mkrn2
SCAI	Scai
	Rnu3b3
	Rnu3b1
USP17L7	Usp17ld
USP17L7	Usp17la
USP17L7	Usp17lc
HPCAL4	Hpcal4
CASP8	Casp8
SCN9A	Scn9a
PPP1R14B	Ppp1r14b
EME2	Eme2
IFNK	Ifnk
ARFIP1	Gm37240
ARFIP1	Arfip1
TNFRSF1B	Tnfrsf1b
WFDC9	Wfdc9
ARX	Arx
PGS1	Pgs1
RNU6-58P	Gm22127
RNU6-58P	Gm23830
FASLG	Fasl
MYCBPAP	Mycbpap
AKR1C4	Akr1c18
AKR1C4	Akr1cl
OR10A7	Olfr1349
PIGT	Pigt
PAM	Pam
COMMD3-BMI1	Bmi1
MAST4	Mast4
LOXL2	Loxl2
SEMA3B	Sema3b
ARRB1	Arrb1
ERICH5	Erich5
SPDEF	Spdef
GBAS	Gbas
NINL	Ninl
MLLT6	Mllt6
HIST1H1B	Hist1h1b
HLA-DQA1	H2-Aa
GABRB2	Gabrb2
GNE	Gne
ANKRD18A	Ankrd26
ANKRD18A	Gm1758
ANKRD18A	Gm15319
ANKRD18A	Gm20946
ANKRD18A	4930430A15Rik
PHF5A	Phf5a
DDX49	Ddx49
DNAJC19	Dnajc19
OR6N1	Olfr429
MRC2	Mrc2
FCAMR	Fcamr
NEURL3	Neurl3
FAM21C	Fam21
BTBD19	Btbd19
EMC10	Emc10
KY	Ky
ZMYM5	Zmym5
EVI2A	Evi2a
IL18R1	Il18r1
MRAP2	Mrap2
FAM131B	Fam131b
BPNT1	Bpnt1
ERLEC1	Erlec1
POLR2A	Polr2a
FOXRED2	Foxred2
ACSBG1	Acsbg1
CYP21A2	Cyp21a1
SRRM1	Srrm1
CC2D2A	Cc2d2a
TMEM5	Tmem5
PTPRD	Ptprd
IGKV1D-13	Igkv12-41
IGKV1D-13	Igkv12-98
TRMT12	Trmt12
ERP44	Erp44
CNTNAP4	Cntnap4
GZMB	Gzmf
GZMB	Gzmb
GZMB	Gzme
GZMB	Gzmc
PPAP2C	Ppap2c
CYP4A22	Cyp4a30b
CYP4A22	Cyp4a14
CYP4A22	Cyp4a10
CYP4A22	Cyp4a29
NANOS1	Nanos1
PCP4	Pcp4
GALK2	Galk2
GJA5	Gja5
FBXO16	Fbxo16
TCFL5	Tcfl5
CENPI	Cenpi
KRT40	Krt40
POLI	Poli
GCC1	Gcc1
RBM20	Rbm20
SATL1	Satl1
FAM26D	Fam26d
ZNF566	Zfp566
FAM110A	Fam110a
ADAM15	Adam15
DCSTAMP	Dcstamp
NASP	Nasp
EFHD1	Efhd1
C1orf95	6330403A02Rik
TMEM175	Tmem175
STAU2	Stau2
ASF1B	Asf1b
ICK	Ick
SLC38A5	Slc38a5
KIAA2013	2510039O18Rik
C10orf105	Gm17455
TFB2M	Tfb2m
TFB2M	Gm1818
LRSAM1	Lrsam1
NOTCH3	Notch3
RAB5C	Rab5c
ZNF76	Zfp523
RNU6-1102P	Gm24073
ZNF541	Zfp541
KRTAP1-4	Krtap1-5
KRTAP1-4	Krtap9-3
SLC44A1	Slc44a1
PML	Pml
C2orf54	2310007B03Rik
ZNF106	Zfp106
ZNF175	Zfp719
ZNF175	Zfp819
RNA5SP332	Gm24939
RNA5SP332	Gm23114
RTP4	Rtp4
PCDHGA7	Pcdhga7
ABHD14A	Abhd14a
PRM3	Prm3
KIAA1467	8430419L09Rik
PDE12	Pde12
PDE4A	Pde4a
GOLGA6D	Golga2
ALG1L	Alg1
SCG3	Scg3
CD44	Cd44
BARHL1	Barhl1
KCTD13	Kctd13
TMEM102	Tmem102
AP2M1	Ap2m1
TMEM252	Tmem252
SARS	Sars
POLR2M	Polr2m
KRT12	Krt12
SLC37A3	Slc37a3
RPAP2	Rpap2
BUB1	Bub1
ITGB5	Itgb5
PDLIM1	Pdlim1
TFAM	Tfam
ARFGAP2	Arfgap2
AMFR	Amfr
NCKAP1	Nckap1
TRIP4	Trip4
MAGOH	Magoh
NMB	Nmb
PDX1	Pdx1
PRKACB	Prkacb
SRSF2	Srsf2
LHX8	Lhx8
C6orf15	2300002M23Rik
PIP5K1B	Pip5k1b
NCAPD3	Ncapd3
CLK1	Clk1
CRLF3	Crlf3
HTR5A	Htr5a
IL33	Il33
COL17A1	Col17a1
GPR156	Gpr156
TMEM151A	Tmem151a
	D8Ertd82e
	Gm23466
NBEAL2	Nbeal2
UXS1	Uxs1
TPM3	Tpm3
CLEC2A	Clec2i
CLEC2A	Clec2g
CLEC2A	Clec2d
CLEC2A	Clec2h
WNT10A	Wnt10a
CEND1	Cend1
MSRB2	Msrb2
TAS2R14	Tas2r116
TAS2R14	Tas2r125
TFF2	Tff2
	1700042G07Rik
ZFYVE19	Zfyve19
	Gm21970
	Il10rb
NPFFR1	Npffr1
IGLV7-43	Iglv1
IGLV7-43	Iglv2
LPO	Lpo
LRRC3B	Lrrc3b
MORF4L2	Morf4l2
LAYN	Layn
IL12B	Il12b
INMT-FAM188B	Inmt
THPO	Thpo
CNTN2	Cntn2
KCTD20	Kctd20
PPP3R2	Ppp3r2
CCM2L	Ccm2l
FOSL2	Fosl2
TTK	Ttk
PDSS1	Pdss1
NPTX1	Nptx1
CCDC169	Ccdc169
ERCC3	Ercc3
TTC23	Ttc23
DNAJC21	Dnajc21
TMEM9	Tmem9
TMTC4	Tmtc4
SERPINA1	Serpina1b
SERPINA1	Serpina1d
SERPINA1	Serpina1a
MAPK13	Mapk13
DIP2B	Dip2b
REEP6	Reep6
CASZ1	Casz1
ZKSCAN4	Zkscan3
ZKSCAN4	Zkscan4
C1RL	C1rl
PTBP2	Ptbp2
TCL1B	Tcl1b1
NEU2	Neu2
TRAF2	Traf2
MS4A10	Ms4a10
PSMD8	Psmd8
MTERF4	Mterf4
H2AFZ	H2afz
COL28A1	Col28a1
FAM134A	Fam134a
PRAMEF5	Gm16429
PRAMEF5	Gm6351
PRAMEF5	BC061212
PRAMEF5	Gm6502
PRAMEF5	Gm7682
PRAMEF5	Gm10424
PRAMEF5	Pramel1
PRAMEF5	Pramef8
PRAMEF5	Gm13043
PRAMEF5	Gm13040
PRAMEF5	Gm13057
PRAMEF5	Gm13083
PRAMEF5	B020004J07Rik
PRAMEF5	Pramef6
PRAMEF5	Gm12800
PRAMEF5	Gm12794
PRAMEF5	Pramef25
PRAMEF5	Gm13101
PRAMEF5	Pramef17
PRAMEF5	Pramel4
TRAM2	Tram2
ERCC1	Ercc1
GNAT1	Gnat1
CHSY1	Chsy1
ENO1	Eno1
ATR	Atr
VPS37D	Vps37d
HCN2	Hcn2
FAM162A	Fam162a
SH2D5	Sh2d5
ECHS1	Echs1
PSMA4	Psma4
ZNF107	Zfp457
ZNF107	Zfp738
ZNF107	Zfp729b
GPCPD1	Gpcpd1
COMMD4	Commd4
MGAT5	Mgat5
FLCN	Flcn
NUPL2	Nupl2
UQCRFS1	Uqcrfs1
FA2H	Fa2h
NOSIP	Nosip
EVA1C	Eva1c
KLF16	Klf16
ZC3HAV1L	Zc3hav1l
EPC1	Epc1
SYF2	Syf2
CYP2R1	Cyp2r1
SAMD10	Samd10
NCOR2	Ncor2
GPR157	Gpr157
EPB41	Epb4.1
SSTR5	Sstr5
CCDC51	Ccdc51
FSBP	Fsbp
DSCAML1	Dscaml1
ZNRF4	Znrf4
FBXO7	Fbxo7
ISG20	Isg20
EGFL8	Egfl8
ADK	Adk
ANGPT2	Angpt2
GPR153	Gpr153
GTF2H3	Gtf2h3
MDFI	Mdfi
ATOX1	Atox1
SLC16A14	Slc16a14
TMEM51	Tmem51
NAGLU	Naglu
CD47	Cd47
TSC2	Tsc2
DRAM1	Dram1
SLCO1B3	Slco1b2
C5orf51	AW549877
CDCA8	Cdca8
ZCCHC18	Zcchc12
TCP11L1	Tcp11l1
ARL15	Arl15
GPC4	Gpc4
NFYC	Nfyc
SAMD14	Samd14
CLDN20	Cldn20
UBE2S	Ube2s
PIK3CD	Pik3cd
ZSCAN2	Zscan2
KRT81	5430421N21Rik
	Tlr9
PCDHB13	Pcdhb16
NADSYN1	Nadsyn1
TMF1	Tmf1
MAFG	Mafg
OR6K6	Olfr231
PLEKHG6	Plekhg6
CBFA2T2	Cbfa2t2
	Ndufa9
FER	Fer
DLX2	Dlx2
AGPAT3	Agpat3
PAX8	Pax8
OR5M3	Olfr1032
OR5M3	Olfr1033
TRIB2	Trib2
RAB40AL	Rab40b
R3HDM2	R3hdm2
CTSA	Ctsa
NCAPG	Ncapg
ANK1	Ank1
	Dnaaf3
COL7A1	Col7a1
ABCC5	Abcc5
IL7R	Il7r
API5	Api5
TRPA1	Trpa1
PLXDC2	Plxdc2
LAMB3	Lamb3
ZNF648	Zfp648
TP53BP1	Trp53bp1
NR1I3	Nr1i3
THEM5	Them5
ANAPC13	Anapc13
CACNA1E	Cacna1e
HPS4	Hps4
EVI2B	Gm21975
EVI2B	Evi2b
C18orf8	3110002H16Rik
SLFNL1	Slfnl1
C12orf71	1700034J05Rik
TBCC	Tbcc
NCAPH	Ncaph
SDHB	Sdhb
PRAMEF6	Gm16429
PRAMEF6	Gm6351
PRAMEF6	BC061212
PRAMEF6	Gm6502
PRAMEF6	Gm7682
PRAMEF6	Gm10424
PRAMEF6	Pramel1
PRAMEF6	Pramef8
PRAMEF6	Gm13043
PRAMEF6	Gm13040
PRAMEF6	Gm13057
PRAMEF6	Gm13083
PRAMEF6	B020004J07Rik
PRAMEF6	Pramef6
PRAMEF6	Gm12800
PRAMEF6	Gm12794
PRAMEF6	Pramef25
PRAMEF6	Gm13101
PRAMEF6	Pramef17
PRAMEF6	Pramel4
C17orf98	1700001P01Rik
OR5J2	Olfr1052
PSEN2	Psen2
RNU6-208P	Gm22965
RNU6-208P	Gm22779
RNU6-208P	Gm24919
DARS	Dars
SWI5	Swi5
NKRF	Nkrf
METTL5	Mettl5
AURKAIP1	Aurkaip1
ULK1	Ulk1
TSPAN10	Tspan10
PSORS1C2	Psors1c2
SOX5	Sox5
	9130019O22Rik
	E430018J23Rik
	Zfp764
CSDC2	Csdc2
ETV6	Etv6
CLDN19	Cldn19
ACKR4	Ackr4
RALA	Rala
MCM4	Mcm4
MIER3	Mier3
MAGT1	Magt1
BCAT2	Bcat2
TGM7	Tgm7
C19orf25	2310011J03Rik
EIF4H	Eif4h
OR4C12	Olfr1255
OR2A42	Olfr435
OR2A42	Olfr434
WASH1	Wash1
ANKRD49	Ankrd49
RND1	Rnd1
SREBF1	Srebf1
MRGPRX3	Mrgpra4
MRGPRX3	Mrgprx1
MRGPRX3	Mrgprb5
MRGPRX3	Mrgprb4
MRGPRX3	Mrgprb8
MRGPRX3	Mrgprb1
MRGPRX3	Mrgprx2
MRGPRX3	Mrgprb2
MRGPRX3	Mrgprb3
MMGT1	Mmgt2
ADGRG2	Adgrg2
HIST2H3D	Hist1h3f
HIST2H3D	Hist2h3c2
HIST2H3D	Hist1h3e
HIST2H3D	Hist1h3d
NDUFC2	Ndufc2
C1orf177	BC055111
LEMD1	Lemd1
TMEM237	Tmem237
ADD3	Add3
MBOAT1	Mboat1
PDE6D	Pde6d
RAB34	Rab34
KIF2B	Kif2b
BCCIP	Bccip
ACTRT2	Actrt2
LIMD2	Limd2
FAM73A	Fam73a
CRB3	Crb3
ST6GALNAC3	St6galnac3
PTGES3L-AARSD1	Ptges3l
PTGES3L-AARSD1	Gm27029
ZNF227	Zfp616
CER1	Cer1
PDK4	Pdk4
SLC26A11	Slc26a11
RNU6-1126P	Gm24268
PRKD2	Prkd2
CADPS	Cadps
TTLL4	Ttll4
ABCC4	Abcc4
PDCD10	Pdcd10
ZCCHC10	Zcchc10
RPUSD3	Rpusd3
CREBZF	Crebzf
PLA2G2E	Pla2g2e
TUBE1	Tube1
DPM3	Dpm3
FBXO2	Fbxo2
RASSF9	Rassf9
UQCRC1	Uqcrc1
CTDP1	Ctdp1
EIF3C	Eif3c
NTN1	Ntn1
C10orf82	1700019N19Rik
ATG4A	Atg4a
ATG4A	Atg4a-ps
HYAL2	Hyal2
LEKR1	Lekr1
MICAL2	Mical2
RN7SKP130	Gm23780
CMTM6	Cmtm6
DNAJC10	Dnajc10
SLC25A25	Slc25a25
HPS1	Hps1
SRSF3	Srsf3
ZSWIM2	Zswim2
LAMTOR3	Lamtor3
ABHD17C	Abhd17c
TRIM74	Trim50
DCAF17	Dcaf17
IFNA2	Ifna15
GZMK	Gzmk
ORMDL3	Ormdl3
PABPN1L	Pabpn1l
PABPC1L	Pabpc1l
HTR2A	Htr2a
GREM2	Grem2
ZBTB7A	Zbtb7a
PPIE	Ppie
LMO7	Lmo7
HIST2H4A	Hist1h4d
HIST2H4A	Hist1h4n
PCDHB2	Pcdhb2
RNU6-1015P	Gm26072
VWA8	Vwa8
LDLRAD1	Ldlrad1
SOWAHB	Sowahb
TMEM198	Tmem198
KNG1	Kng2
OR4C16	Olfr1195
OR4C16	Olfr1199
OR4C16	Olfr1209
QTRTD1	Qtrtd1
MUM1L1	Mum1l1
FCN2	Fcnb
CASKIN2	Caskin2
ZCCHC11	Zcchc11
HRK	Hrk
GPX1	Gpx1
B3GNTL1	B3gntl1
DYNLL1	Dynll1
CALHM2	Calhm2
CCDC71L	Ccdc71l
S100PBP	S100pbp
CCDC157	Ccdc157
ACLY	Acly
ADH5	Adh5
RABL2B	Rabl2
TGOLN2	Tgoln1
FOSL1	Fosl1
RASL10B	Rasl10b
C7orf50	3110082I17Rik
GOT1	Got1
PUM2	Pum2
MTMR10	Mtmr10
DUS3L	Dus3l
ARHGAP31	Arhgap31
TANK	Tank
THAP4	Thap4
ZC3H6	Zc3h6
PRPF8	Prpf8
ACAD9	Acad9
ATXN7L3B	Atxn7l3b
SP5	Sp5
KIAA0319L	AU040320
IGF2BP2	Igf2bp2
NFIB	Nfib
JUN	Jun
MUC6	Muc6
FUT8	Fut8
ZNF322	Zfp322a
HPS3	Hps3
RNA5SP187	n-R5s173
MMD	Mmd
LYPD2	Lypd2
THEG	Theg
ZNF711	Zfp711
GPR31	Gpr31b
MROH9	Mroh9
PCDHGA9	Pcdhga9
C15orf62	Gm14137
TMEM70	Tmem70
WIPI2	Wipi2
STX5	Stx5a
KLHL24	Klhl24
TRAPPC13	Trappc13
GATSL2	Gatsl2
CEP112	Cep112
PIK3R3	Pik3r3
IL1RN	Il1rn
H2AFX	H2afx
LRRIQ1	Lrriq1
LY96	Ly96
SLC13A1	Slc13a1
GOLGA6A	Golga2
SLCO3A1	Slco3a1
STK11	Stk11
ARHGEF40	Arhgef40
MRPL38	Mrpl38
C2CD4B	C2cd4a
C2CD4B	C2cd4b
PPOX	Ppox
TRMT10B	Trmt10b
PIAS4	Pias4
MCTS1	Mcts1
CREG2	Creg2
SLC11A1	Slc11a1
LTN1	Ltn1
POLR2J	Polr2j
PEPD	Pepd
	Gm24729
FAM86C1	Eef2kmt
PTGES3L	Ptges3l
PTGES3L	Gm27029
HNRNPLL	Hnrnpll
ARL16	Arl16
PRMT7	Prmt7
FZD6	Fzd6
MC1R	Mc1r
ARF5	Arf5
C1orf115	C130074G19Rik
ACO2	Aco2
TRPC7	Trpc7
ALDOA	Aldoart1
ALDOA	Aldoa
PAPOLG	Papolg
CTDSPL2	Ctdspl2
IBSP	Ibsp
CHAD	Chad
CATIP	Catip
	1110004E09Rik
SLC10A5	Slc10a5
RAD51D	Rad51d
DCHS1	Dchs1
OR8J3	Olfr1045
OR8J3	Olfr1057
OR8J3	Olfr1062
C19orf66	A230050P20Rik
RNASE3	Ear6
RNASE3	Rnase2a
RNASE3	Rnase2b
MOCS1	Mocs1
ARHGAP6	Arhgap6
PTHLH	Pthlh
BCAR3	Bcar3
DHX33	Dhx33
RHOH	Rhoh
ARHGAP4	Arhgap4
USP17L20	Usp17ld
USP17L20	Usp17la
USP17L20	Usp17lc
PHPT1	Phpt1
OR10C1	Olfr95
ATG9B	Atg9b
EXOC2	Exoc2
QRICH1	Qrich1
CPT2	Cpt2
FOXI1	Foxi1
PLBD1	Plbd1
GRM4	Grm4
PPP1R3D	Ppp1r3d
RIT2	Rit2
LEPROT	Leprot
ACAP1	Acap1
SPECC1	Specc1
THEGL	1700023E05Rik
RNU6-1213P	Gm24150
ZFPM1	Zfpm1
POU5F1B	Pou5f1
GSTCD	Gstcd
RPS12	Rps12
C17orf80	D11Wsu47e
CAPZA3	Capza3
KLK12	Klk12
TCAF2	Tcaf2
LURAP1	Lurap1
SIK3	Sik3
AGTPBP1	Agtpbp1
MLC1	Mlc1
ARL9	Arl9
NKAPL	Nkapl
	Mrpl30
HEBP2	Hebp2
CYB5R4	Cyb5r4
FAM3A	Fam3a
GPR19	Gpr19
LRP2BP	Lrp2bp
PRKAA2	Prkaa2
SGOL2	Sgol2a
METTL18	Mettl18
FCRL2	Fcrls
C2orf47	9430016H08Rik
CDH4	Cdh4
SH2D4A	Sh2d4a
RSPH6A	Rsph6a
	Gm27882
CNIH2	Cnih2
COL25A1	Col25a1
SELPLG	Selplg
IRF9	Irf9
COPG2	Copg2
MMD2	Mmd2
FAM134B	Fam134b
	Mir1897
ALS2CL	Als2cl
DIEXF	Diexf
SIAH2	Siah2
CLDN12	Cldn12
ADTRP	Adtrp
IAPP	Iapp
CYP2A13	Cyp2a12
IFT122	Ift122
BLOC1S5-TXNDC5	Txndc5
TECRL	Tecrl
RHBDL3	Rhbdl3
SMPD4	Smpd4
FGFBP1	Fgfbp1
C2orf88	1700019D03Rik
MAN1A1	Man1a
RSPH3	Rsph3a
RSPH3	Rsph3b
WDR45B	Wdr45b
ECI1	Eci1
SERPINC1	Serpinc1
C4B	C4b
THSD7A	Thsd7a
HIST1H4C	Hist2h4
DRAXIN	Draxin
NUTM2G	Nutm2
HECA	Heca
MAPT	Mapt
LBX1	Lbx1
HERC6	Herc6
TRBC2	Trbc2
SNRPF	Snrpf
E4F1	E4f1
DNAJC30	Dnajc30
TOB1	Tob1
ADAL	Adal
BHLHA9	Bhlha9
C16orf58	BC017158
TRAV17	Trav8d-2
FBXL7	Fbxl7
PCGF2	Pcgf2
NSUN4	Nsun4
HEXIM2	Hexim2
UBLCP1	Ublcp1
ZNF609	Zfp609
MUC1	Muc1
ADORA2B	Adora2b
NUDCD1	Nudcd1
RASEF	Rasef
FMO1	Fmo1
KIAA1143	1110059G10Rik
UHRF1BP1	Uhrf1bp1
TCEA1	Tcea1
ZNF202	Zfp202
C12orf57	Grcc10
ARL6IP4	Arl6ip4
RNU6-1307P	Gm23958
SLC22A9	Slc22a19
SLC22A9	Slc22a26
SLC22A9	Slc22a27
SLC22A9	Slc22a29
SLC22A9	Slc22a30
SLC22A9	Slc22a28
ASB14	Asb14
ALKBH5	Alkbh5
CHMP4B	Chmp4b
SLC28A3	Slc28a3
INPP5F	Inpp5f
RIPK4	Ripk4
LDHAL6B	Ldhal6b
SRSF10	Srsf10
AKT3	Akt3
COL4A3	Col4a3
AKR1C1	Akr1c18
AKR1C1	Akr1cl
SERTAD1	Sertad1
PRPF4	Prpf4
PTPN22	Ptpn22
SFPQ	Sfpq
APP	App
PTCHD2	Ptchd2
REEP4	Reep4
SYNJ2BP	Synj2bp
TMEM256-PLSCR3	Plscr3
SUSD1	Susd1
SLC26A7	Slc26a7
RNU1-140P	Gm25721
USP17L2	Usp17ld
USP17L2	Usp17la
USP17L2	Usp17lc
PELP1	Pelp1
PHF11	Gm6904
PHF11	Phf11a
PHF11	Phf11b
PHF11	Phf11d
PHF11	Phf11c
PPP1R15B	Ppp1r15b
ZNF729	Zfp457
ZNF729	Zfp738
ZNF729	Zfp729b
RSBN1L	Rsbn1l
LHX2	Lhx2
RNU6-1147P	Gm22378
SULT1A1	Sult1a1
HINFP	Hinfp
RGS9BP	Rgs9bp
RNF122	Rnf122
LAMP1	Lamp1
CDC42BPA	Cdc42bpa
FOXJ1	Foxj1
RSPO3	Rspo3
TAF1B	Taf1b
KCNN3	Kcnn3
CHODL	Chodl
TCTN3	Tctn3
PSPC1	Pspc1
RPL13A	Rpl13a
SLCO1A2	Gm5724
SLCO1A2	Slco1a4
SLCO1A2	Slco1a1
SLCO1A2	Gm6614
SLCO1A2	Slco1a6
SLCO1A2	Slco1a5
RNU6-1022P	Gm22608
PTPN6	Ptpn6
OCM	Ocm
MRO	Mro
CYP4X1	Cyp4x1
OR4A15	Olfr1234
ST8SIA1	St8sia1
CLDN4	Cldn4
DECR1	Decr1
COG7	Cog7
ENTPD6	Entpd6
SHISA2	Shisa2
CSPG5	Cspg5
HMGCS2	Hmgcs2
KCTD18	Kctd18
PTX4	Ptx4
MDK	Mdk
EPAS1	Epas1
OR10G4	Olfr978
OR10G4	Olfr980
OR10G4	Olfr979
CTBP2	Ctbp2
UBE2E2	Ube2e2
IQCH	Iqch
RNU6-1103P	Gm24223
CFAP69	Cfap69
SPDL1	Spdl1
PDLIM2	Pdlim2
ARHGAP44	Arhgap44
SCAF4	Scaf4
HOXC4	Hoxc4
RABEP1	Rabep1
SLC22A3	Slc22a3
SLC4A3	Slc4a3
CHML	Chml
TMEM44	Tmem44
TRH	Trh
RMDN3	Rmdn3
FAM101B	Fam101b
DMRTA1	Dmrta1
BOLA1	Bola1
CACNA1F	Cacna1f
GPX2	Gpx2
PDE9A	Pde9a
KRT15	Krt15
CACNG4	Cacng4
RNU6-947P	Gm24593
TIMM50	Timm50
WAC	Wac
SLC9A6	Slc9a6
SF3A2	Sf3a2
ANKRD45	Ankrd45
HS6ST3	Hs6st3
PYDC1	Pycard
MIEN1	Mien1
BHMT	Bhmt
KREMEN1	Kremen1
RWDD4	Rwdd4a
XKR5	Xkr5
OR5AK2	Olfr993
OR5AK2	Olfr994
OR5AK2	Olfr995
ABHD17B	Abhd17b
GGT7	Ggt7
ZNF99	Zfp729a
THSD7B	Thsd7b
TRNAU1AP	Trnau1ap
CCT3	Cct3
ZKSCAN1	Zkscan1
FBXO28	Fbxo28
RNU6-366P	Gm22540
PCDH11X	Pcdh11x
IL9R	Il9r
DPH2	Dph2
CDK3	Cdk3-ps
RNU6-745P	Gm24887
XPNPEP1	Xpnpep1
RNU6-1127P	Gm22965
RNU6-1127P	Gm22779
RNU6-1127P	Gm24919
ITPRIPL1	Itpripl1
TMEM177	Tmem177
TMEM261	Tmem261
UNC45A	Unc45a
FANCL	Fancl
ZNF484	Zfp719
ZNF484	Zfp819
NAP1L5	Nap1l5
ZBTB12	Zbtb12
DFFB	Dffb
FCGR2C	Fcgr2b
FCGR2C	Fcgr3
CLINT1	Clint1
DNMT3B	Dnmt3b
CKAP5	Ckap5
	Klrc3
	Klrc2
	Klrc1
	Aqp1
SULT1B1	Sult1b1
KRT9	Krt9
C16orf91	BC003965
UPP2	Upp2
RHOT2	Gm20683
RHOT2	Rhot2
POP5	Pop5
TBC1D19	Tbc1d19
INTS9	Ints9
MRPS6	Mrps6
SEC13	Sec13
ZNF263	Zfp263
VSIG2	Vsig2
UQCRH	Uqcrh
GAN	Gan
DNAJB8	Dnajb8
NPVF	Npvf
OPLAH	Oplah
OLFML2A	Olfml2a
SLC30A2	Slc30a2
C10orf62	4933411K16Rik
EMID1	Emid1
SMEK2	Smek2
TTC22	Ttc22
ACAD10	Acad12
ACAD10	Acad10
OR4K5	Olfr729
MRPL17	Mrpl17
IGKV3D-7	Igkv7-33
IGKV3D-7	Igkv6-29
IGKV3D-7	Igkv8-27
IGKV3D-7	Igkv6-23
IGKV3D-7	Igkv6-20
IGKV3D-7	Igkv8-19
IGKV3D-7	Igkv8-18
IGKV3D-7	Igkv6-17
IGKV3D-7	Igkv6-14
IGKV3D-7	Igkv6-13
CPNE7	Cpne7
RAD52	Rad52
TAOK1	Taok1
ARL6IP6	Arl6ip6
LMO2	Lmo2
HIST1H1C	Hist1h1c
RNU6-151P	Gm24121
C17orf49	0610010K14Rik
PROCA1	Proca1
SNORD4A	Snord4a
CYP2B6	Cyp2b10
CYP2B6	Cyp2b9
CYP2B6	Cyp2b23
ARMCX1	Armcx1
ARHGAP32	Arhgap32
XPO5	Xpo5
DAW1	Daw1
ASXL1	Asxl1
CRTAM	Crtam
IGHV3OR15-7	Ighv7-1
IGHV3OR15-7	Ighv7-2
IGHV3OR15-7	Ighv7-3
IGHV3OR15-7	Ighv7-4
IGHV3OR15-7	Ighv6-3
IGHV3OR15-7	Ighv6-6
IGHV3OR15-7	Ighv10-1
IGHV3OR15-7	Ighv10-3
RPS6KA6	Rps6ka6
MEGF6	Megf6
ABCA8	Abca8b
DDX25	Ddx25
SNAP29	Snap29
ALAS1	Alas1
FAM84A	Fam84a
APOC1	Apoc1
RFX4	Rfx4
KCNE2	Kcne2
RN7SKP248	Gm23599
SLC35A2	Slc35a2
TNNT2	Tnnt2
HIST1H2BD	Hist1h2bm
HAVCR1	Gm12169
HAVCR1	BC053393
HAVCR1	Timd2
HAVCR1	Havcr1
GLT8D2	Glt8d2
