Domain,assoc_id,PLOTS,In Figure 4D,FEATURE,Drug id,Drug name,Drug Target,N_FEATURE_pos,N_FEATURE_neg,log max.Conc.tested,log max.Conc.tested2,FEATUREpos_logIC50_MEAN,FEATUREneg_logIC50_MEAN,FEATURE_deltaMEAN_IC50,FEATUREpos_IC50_sd,FEATUREneg_IC50_sd,FEATURE_IC50_effect_size,FEATUREpos_Glass_delta,FEATUREneg_Glass_delta,FEATURE_ANOVA_pval,Tissue_ANOVA_pval,MEDIA_ANOVA_pval,MSI_ANOVA_pval,FEATURE_FDR
PANCAN,a126,WebPage,NO,loss:cnaPANCAN305 (),1047,Nutlin-3a,MDM2,69,777,2.0794,1.3863,3.8454,3.4980,0.3475,1.1328,1.3723,0.2565,0.31,0.25,2.2224E-05,5.8085E-32,7.9552E-01,6.3043E-02,2.9002
PANCAN,a105,WebPage,NO,loss:cnaPANCAN308 (),1047,Nutlin-3a,MDM2,81,765,2.0794,1.3863,3.8312,3.4940,0.3372,1.1067,1.3776,0.2490,0.30,0.24,1.6309E-05,5.4620E-32,7.9530E-01,6.2947E-02,2.5604
PANCAN,a154,WebPage,NO,loss:cnaPANCAN304 (),1047,Nutlin-3a,MDM2,68,778,2.0794,1.3863,3.8275,3.5000,0.3276,1.1314,1.3726,0.2418,0.29,0.24,4.2710E-05,6.6109E-32,7.9598E-01,6.3244E-02,4.5791
PANCAN,a168,WebPage,NO,loss:cnaPANCAN309 (),1047,Nutlin-3a,MDM2,77,769,2.0794,1.3863,3.8096,3.4979,0.3116,1.1154,1.3764,0.2300,0.28,0.23,5.3507E-05,6.9118E-32,7.9614E-01,6.3313E-02,5.2585
PANCAN,a235,WebPage,NO,loss:cnaPANCAN306 (),1047,Nutlin-3a,MDM2,70,776,2.0794,1.3863,3.7977,3.5018,0.2959,1.2166,1.3671,0.2183,0.24,0.22,1.2599E-04,8.1795E-32,7.9674E-01,6.3576E-02,8.8187
PANCAN,a92,WebPage,NO,"loss:cnaPANCAN307 (CHD3,GPS2,TP53)",300,CX-5461,RNA Pol I,103,814,2.3263,NA,3.3809,2.9449,0.4360,1.7634,2.0400,0.2168,0.25,0.21,7.9933E-06,3.5456E-45,5.7689E-02,2.2233E-01,1.4188
PANCAN,a109,WebPage,NO,"loss:cnaPANCAN307 (CHD3,GPS2,TP53)",179,5-Fluorouracil,DNA antimetabolite,103,810,3.4657,NA,3.8992,3.5181,0.3811,1.7772,1.7801,0.2141,0.21,0.21,1.7062E-05,1.1161E-45,5.7618E-08,2.3053E-01,2.5604
PANCAN,a307,WebPage,NO,NRAS_mut,308,XL-880,MET,57,859,1.6332,NA,0.4944,0.2286,0.2658,1.3590,1.4056,0.1895,0.20,0.19,2.6071E-04,8.1757E-28,1.1354E-02,8.0255E-01,14.0213
PANCAN,a239,WebPage,NO,NRAS_mut,249,XL-184,"VEGFR, MET, RET, KIT, FLT1, FLT3, FLT4, Tie2,AXL",58,861,1.6332,NA,2.8960,2.6721,0.2239,1.0487,1.3480,0.1682,0.21,0.17,1.3235E-04,1.2379E-26,2.4751E-01,2.8943E-01,9.1433
PANCAN,a308,WebPage,NO,BCR-ABL_fusion,254,AC220,FLT3,5,915,0.0237,NA,1.9717,2.1341,-0.1624,0.6906,1.0639,0.1528,0.24,0.15,2.6889E-04,2.1708E-47,4.4473E-02,9.4028E-01,14.3599
PANCAN,a230,WebPage,NO,loss:cnaPANCAN304 (),300,CX-5461,RNA Pol I,73,844,2.3263,NA,3.2710,2.9699,0.3011,1.7390,2.0359,0.1495,0.17,0.15,1.2316E-04,6.8154E-45,5.8965E-02,2.2369E-01,8.8187
PANCAN,a467,WebPage,NO,gain:cnaPANCAN91 (MYC),302,PI-103,"PI3Ka, PRKDC (DNAPK)",166,746,2.3263,NA,0.7542,1.1089,-0.3546,2.2474,2.4059,0.1491,0.16,0.15,6.0854E-04,3.5591E-44,5.6160E-04,3.6695E-01,21.5148
PANCAN,a278,WebPage,NO,loss:cnaPANCAN306 (),300,CX-5461,RNA Pol I,73,844,2.3263,NA,3.2595,2.9709,0.2886,1.7288,2.0368,0.1433,0.17,0.14,1.9892E-04,7.6321E-45,5.9188E-02,2.2393E-01,11.8143
PANCAN,a301,WebPage,NO,loss:cnaPANCAN305 (),300,CX-5461,RNA Pol I,73,844,2.3263,NA,3.2412,2.9724,0.2688,1.7240,2.0373,0.1334,0.16,0.13,2.4351E-04,8.0042E-45,5.9282E-02,2.2403E-01,13.3571
PANCAN,a309,WebPage,NO,loss:cnaPANCAN304 (),179,5-Fluorouracil,DNA antimetabolite,73,840,3.4657,NA,3.7759,3.5424,0.2335,1.8033,1.7810,0.1310,0.13,0.13,2.7051E-04,2.1714E-45,6.4232E-08,2.3191E-01,14.3599
PANCAN,a393,WebPage,NO,loss:cnaPANCAN306 (),179,5-Fluorouracil,DNA antimetabolite,73,840,3.4657,NA,3.7681,3.5431,0.2250,1.7974,1.7816,0.1262,0.13,0.13,4.4040E-04,2.4379E-45,6.5456E-08,2.3215E-01,18.5022
PANCAN,a406,WebPage,NO,loss:cnaPANCAN305 (),179,5-Fluorouracil,DNA antimetabolite,73,840,3.4657,NA,3.7440,3.5452,0.1988,1.7949,1.7821,0.1115,0.11,0.11,4.8426E-04,2.4933E-45,6.5697E-08,2.3220E-01,19.6931
PANCAN,a132,WebPage,NO,NRAS_mut,155,AP-24534,ABL,58,823,-0.6694,NA,0.5601,0.3946,0.1655,1.0773,1.6657,0.1013,0.15,0.10,2.7410E-05,2.8803E-37,4.0493E-01,9.0558E-01,3.4285
PANCAN,a226,WebPage,NO,gain:cnaPANCAN91 (MYC),1033,Vismodegib,SMO,157,690,2.3026,NA,4.3157,4.4020,-0.0863,0.9121,0.8636,0.0989,0.09,0.10,1.1883E-04,1.6444E-25,5.5152E-01,4.4388E-01,8.6812
PANCAN,a90,WebPage,NO,NRAS_mut,261,TL-1-85,MAP3K7 (TAK1),58,861,2.32630162,NA,3.0307,3.1842,-0.1535,1.3613,1.6641,0.0932,0.11,0.09,7.3306E-06,2.0879E-75,9.3245E-04,5.7246E-01,1.3448
PANCAN,a444,WebPage,NO,gain:cnaPANCAN90 (),266,"Zibotentan, ZD4054",Endothelin A Receptor,86,833,2.9957,NA,5.4408,5.4871,-0.0462,0.6565,0.5587,0.0813,0.07,0.08,5.6807E-04,1.7405E-49,4.0768E-01,1.8676E-01,21.1129
PANCAN,a325,WebPage,NO,gain:cnaPANCAN91 (MYC),266,"Zibotentan, ZD4054",Endothelin A Receptor,167,752,2.9957,NA,5.4622,5.4873,-0.0250,0.6396,0.5516,0.0440,0.04,0.05,2.9543E-04,1.4763E-49,4.0694E-01,1.8646E-01,14.9287
PANCAN,a327,WebPage,NO,NRAS_mut,1036,PLX4720,BRAF,55,790,2.3026,NA,3.7669,3.8202,-0.0534,1.0364,1.3162,0.0410,0.05,0.04,2.9733E-04,6.4425E-41,6.2260E-01,7.1854E-01,14.9287
PANCAN,a98,WebPage,NO,NRAS_mut,260,NG-25,MAP3K7 (TAK1),58,861,2.3263,NA,2.6188,2.6349,-0.0160,1.3464,1.7340,0.0094,0.01,0.01,9.7254E-06,4.2284E-61,1.0127E-04,9.0978E-01,1.6385
PANCAN,a396,WebPage,NO,RB1_mut,89,Parthenolide,NFKB1,53,349,1.6094,NA,2.9721,2.9640,0.0081,1.2475,1.2179,0.0066,0.01,0.01,4.4542E-04,2.4490E-07,1.2276E-02,8.9445E-01,18.5712
PANCAN,a255,WebPage,NO,KRAS_mut,1047,Nutlin-3a,MDM2,108,738,2.079441542,1.386294361,3.5273,3.5261,0.0012,1.4201,1.3487,0.0009,0.00,0.00,1.5923E-04,8.5630E-32,7.9691E-01,6.3648E-02,10.3096
