human	mouse
Q6Q759	Q5S003
Q6Q788	Q8C7G5
Q6Q8B3	Q5UKY4
Q6Q8B3	Q6XJV4
Q6Q8B3	Q6XJV6
Q6Q8B3	Q9ES57
Q6QAJ8	Q8BP07
Q6QEF8	Q920M5
Q6QHC5	Q8R2F2
Q6QHF9	Q8C0L6
Q6QHK4	O55208
Q6QNK2	Q80T32
Q6QNY0	Q5U5M8
Q6QNY1	Q9CWG9
Q6R327	Q6QI06
Q6R5J7	O70318
Q6R6M4	A0A140T8J5
Q6R6M4	E9Q9U0
Q6R6M4	G5E8G2
Q6R6M4	G5E8I7
Q6R6M4	Q61068
Q6R954	Q8BG81
Q6RFH5	A0A1B0GS18
Q6RFH5	Q8VCG3
Q6RI45	A2AHJ4
Q6RSH7	P40338
Q6RW13	Q9WVK0
Q6S545	D3Z482
Q6S5H5	D3Z482
Q6S5L8	Q6S5L9
Q6S8J3	D3Z482
Q6S9Z5	Q6V5K9
Q6SA08	A3QQR1
Q6SJ96	Q6SJ95
Q6STE5	Q6P9Z1
Q6SZW1	Q6PDS3
Q6T310	Q6IMB1
Q6T311	Q6IMB2
Q6T423	B2RT89
Q6T423	Q76M72
Q6T423	Q8BWG6
Q6T423	Q8VCA0
Q6T423	Q91WJ2
Q6T423	Q96LX3
Q6T4P5	A0A0R3P9D0
Q6T4R5	B1AV60
Q6T5J5	E9PW10
Q6T774	P00755
Q6T774	P00756
Q6T774	P00757
Q6T774	P04071
Q6T774	P07628
Q6T774	P15945
Q6T774	P15946
Q6T774	P15947
Q6T774	P15948
Q6T774	P15949
Q6T774	P36369
Q6T774	Q61754
Q6T774	Q61759
Q6T774	Q9JM71
Q6TCH4	Q6TCG5
Q6TCH7	Q6TCG8
Q6TCH8	Q8BMF3
Q6TDP4	Q6TDP3
Q6TDU7	A0A0R4J0S9
Q6TFL3	E9Q1U1
Q6TFL4	Q8BRG6
Q6TGC4	Q8K3V4
Q6TME0	Q8CC27
Q6TME4	A2A543
Q6U736	Q6VZZ7
Q6U7Q0	Q8BZ89
Q6U841	Q5DTL9
Q6UB28	Q9CPW9
Q6UB35	Q3V3R1
Q6UB98	G5E893
Q6UB99	E9Q4F7
Q6UDR6	Q9D263
Q6UE05	Q6UJB9
Q6ULP2	Q80WT5
Q6UN15	Q9D824
Q6UQ28	Q8VEN2
Q6URK8	Q6IMH0
Q6UUV7	Q91X84
Q6UUV9	Q68ED7
Q6UVJ0	Q80UK7
Q6UVK1	Q8VHY0
Q6UVM3	D3Z649
Q6UVW9	E0CX52
Q6UVW9	H7BWZ4
Q6UVW9	Q8C1T8
Q6UVW9	Q91V08
Q6UVW9	Q9D676
Q6UVY6	Q9CXI3
Q6UW01	Q9JHG0
Q6UW02	Q8BKE6
Q6UW10	E9PXB6
Q6UW15	O09037
Q6UW15	O09049
Q6UW15	P35230
Q6UW49	Q9D5A0
Q6UW50	Q3UDC3
Q6UW56	Q6PGD0
Q6UW60	P29121
Q6UW63	Q9JHP7
Q6UW68	Q91XE8
Q6UW78	Q8K2T4
Q6UW88	Q924X1
Q6UWB1	O70394
Q6UWB4	G3X9K6
Q6UWD8	Q8C708
Q6UWE0	Q80ZI6
Q6UWE3	Q3UW21
Q6UWF3	Q3UU41
Q6UWF4	Q6PDE8
Q6UWF7	Q52KP5
Q6UWF9	Q8BR21
Q6UWH4	Q3UPI1
Q6UWH6	Q62302
Q6UWI2	Q923D3
Q6UWI4	Q8QZV2
Q6UWJ1	Q8BH01
Q6UWJ8	Q9D6W7
Q6UWK7	A0A0B4J1N3
Q6UWL2	E9Q3H4
Q6UWL6	Q7TSU7
Q6UWM5	Q9DAG6
Q6UWM7	Q8K1F9
Q6UWM9	Q8BWQ1
Q6UWN0	Q8BVP6
Q6UWN5	Q9D7Z7
Q6UWN8	Q8BT20
Q6UWP2	Q3U0B3
Q6UWP7	Q3UN02
Q6UWP8	E9QPB2
Q6UWQ5	Q9CPX3
Q6UWR7	Q8BGN3
Q6UWS5	P0DJF2
Q6UWT2	Q8K1D8
Q6UWT4	Q3V2D2
Q6UWU2	Q8VC60
Q6UWU4	Q99KU6
Q6UWV2	Q3V3F6
Q6UWV6	D3Z6V6
Q6UWV7	A2A9G7
Q6UWW7	O08970
Q6UWW8	Q63880
Q6UWW8	Q8VCU1
Q6UWW9	P86045
Q6UWX4	Q9D2G9
Q6UWY0	A0A0R4J1N2
Q6UWY2	Q14B24
Q6UWY5	Q8BSH2
Q6UWZ7	Q8BPZ8
Q6UX01	Q9D1E5
Q6UX04	Q3TKY6
Q6UX06	D3YYD0
Q6UX07	Q5SS80
Q6UX15	Q8C351
Q6UX34	Q9CXL7
Q6UX39	Q9D3J8
Q6UX40	Q9CPV0
Q6UX46	Q80UG6
Q6UX52	Q9CX63
Q6UX53	Q9DD20
Q6UX65	Q9CR48
Q6UX71	Q9DC11
Q6UX72	Q8VI16
Q6UX73	Q3UST5
Q6UX82	Q9D7S0
Q6UX98	Q6IR37
Q6UXA7	Q8BM15
Q6UXB0	Q8BWU3
Q6UXB2	Q5UW37
Q6UXB3	Q9DD23
Q6UXB4	Q8BNX1
Q6UXB8	E9QNE5
Q6UXC1	D3YY20
Q6UXD5	Q4V9Z5
Q6UXD7	Q8CE47
Q6UXF1	Q8BHE4
Q6UXF7	Q7TSQ1
Q6UXG2	A2AFS3
Q6UXG3	Q1ERP8
Q6UXG8	Q8BJE2
Q6UXH0	Q8R1L8
Q6UXH1	Q9CYA0
Q6UXH8	Q3MI99
Q6UXH9	Q8BU25
Q6UXI7	Q8VHI5
Q6UXI9	Q91V88
Q6UXK2	E9Q9N7
Q6UXK5	Q61809
Q6UXL0	E9Q9A6
Q6UXM1	Q6P1C6
Q6UXN2	D3YYN5
Q6UXN7	Q9D4V6
Q6UXN8	Q8BRU4
Q6UXN9	Q8BFQ4
Q6UXP7	D3YUE4
Q6UXS9	O08736
Q6UXT8	J3QPP8
Q6UXT9	Q5F2F2
Q6UXU4	D3Z7H4
Q6UXU6	B7ZWI3
Q6UXV0	Q6SJE0
Q6UXV1	Q9DA16
Q6UXV4	Q78IK4
Q6UXX9	Q8BFU0
Q6UXY1	Q80Y61
Q6UXY8	Q32NZ6
Q6UXZ0	Q9D7L8
Q6UXZ3	A2A7W0
Q6UXZ3	A2A7W1
Q6UXZ3	Q6SJQ5
Q6UXZ3	Q6SJQ7
Q6UXZ3	Q8VCH2
Q6UXZ4	Q8K1S2
Q6UY01	F6VYM1
Q6UY11	Q8K1E3
Q6UY14	Q80T21
Q6UY18	A0A0R4J0Q7
Q6UY27	Q3UW31
Q6UYE1	Q8CHZ8
Q6V0I7	Q2PZL6
Q6V0L0	B2RXA7
Q6V1P9	A0A0A6YW72
Q6V1X1	Q80YA7
Q6V3B1	B2RS19
Q6V702	Q810M1
Q6V9R5	E9Q2S7
Q6VAB6	M0QW59
Q6VMQ6	Q7TT18
Q6VN20	A0A0R4J0G4
Q6VUC0	Q6VUP9
Q6VVB1	Q8BR37
Q6VVX0	Q6VVW9
Q6VY07	Q8K212
Q6W0C5	Q8QZY3
Q6W2J9	Q8CGN4
Q6W3E5	Q3TT99
Q6W4X9	A0A087WR59
Q6W5P4	Q8BZP8
Q6WBX8	Q6WBX7
Q6WCQ1	P97434
Q6WKZ4	E9Q8L9
Q6WN33	D3YV59
Q6WN34	D3YV59
Q6WRI0	Q3V1M1
Q6WRX3	F8WHU3
Q6X4T0	A0A087WSH0
Q6X4U4	Q9CQN4
Q6X4W1	Q99NF2
Q6X734	Q9EQ80
Q6X784	Q6X786
Q6X9E4	E9PXM9
Q6X9E4	E9Q8A4
Q6X9E4	F7C9P2
Q6X9E4	L7N1X6
Q6X9E4	Q3TSA9
Q6X9E4	Q497Z0
Q6X9E4	Q5U467
Q6X9E4	Q5XG67
Q6X9E4	Q8BI38
Q6X9E4	Q8BI57
Q6X9E4	Q8BI58
Q6X9E4	Q8C2W8
Q6X9E4	Q8C2Y5
Q6XD76	M0QW46
Q6XE24	Q8BWL5
Q6XGZ2	P04187
Q6XGZ2	P08882
Q6XGZ2	P08883
Q6XGZ2	P08884
Q6XGZ2	P11033
Q6XGZ2	P13366
Q6XGZ2	Q920S1
Q6XPR3	P97347
Q6XPS3	G5E8H5
Q6XQN6	Q8CC86
Q6XR72	Q3UVU3
Q6XUX3	Q6XUX1
Q6XYB7	Q9WUN8
Q6XYQ8	Q9R0N4
Q6XZB0	F6YQT7
Q6Y1H2	Q9D3B1
Q6Y288	Q8BHT6
Q6Y2L2	Q562D6
Q6Y7W6	Q6Y7W8
Q6Y8G5	Q8BX22
Q6YBV0	A0A0R4J0Q3
Q6YFQ2	Q80ZN9
Q6YHK3	Q8R422
Q6YHU6	A8C756
Q6YI46	Q3U145
Q6YN16	Q2TPA8
Q6YP21	Q71RI9
Q6ZMB0	Q3USF0
Q6ZMB5	G3X923
Q6ZMB5	S4R185
Q6ZMC9	A7E1W8
Q6ZMD2	Q9D232
Q6ZMG9	Q8C172
Q6ZMH5	Q9D856
Q6ZMI0	Q3TDD9
Q6ZMI3	Q8BMF8
Q6ZMJ2	Q8K299
Q6ZMJ4	Q8R1R4
Q6ZMK1	H3BIV6
Q6ZMN7	E9PUZ9
Q6ZMP0	Q3UTY6
Q6ZMQ8	B1AZF3
Q6ZMR5	Q3UQ41
Q6ZMS4	E9PVW1
Q6ZMT1	Q8R1B0
Q6ZMT4	Q3UWM4
Q6ZMT9	E9PZX1
Q6ZMU5	Q1XH17
Q6ZMV7	B2RVN1
Q6ZMV8	L7N1X4
Q6ZMV8	Q6P5C7
Q6ZMV8	Q7M6X3
Q6ZMV8	Q8BIN6
Q6ZMV8	Q91W94
Q6ZMV9	E9PX57
Q6ZMW3	Q5SQM0
Q6ZMY3	B1ASB6
Q6ZMZ0	E9Q2L7
Q6ZMZ3	Q4FZC9
Q6ZN01	Q0ZCJ7
Q6ZN04	F8WJD6
Q6ZN08	L7N1X4
Q6ZN08	Q6P5C7
Q6ZN08	Q7M6X3
Q6ZN08	Q8BIN6
Q6ZN08	Q91W94
Q6ZN16	A2AQW0
Q6ZN17	Q45KJ6
Q6ZN18	Q9Z248
Q6ZN28	E9PXX8
Q6ZN30	Q8BMQ3
Q6ZN40	P58771
Q6ZN44	Q8K1S4
Q6ZN50	Q5QNQ6
Q6ZN54	G3X9U5
Q6ZN55	Q8BY46
Q6ZN57	P08043
Q6ZN66	A0A0G2JDV3
Q6ZN66	A4UUI3
Q6ZN66	A9YVJ5
Q6ZN66	L7N1X8
Q6ZN66	Q000W5
Q6ZN66	Q2V6D6
Q6ZN66	Q8BTS3
Q6ZN84	Q9D5W4
Q6ZNA4	Q99ML9
Q6ZNA5	A0A0G2JFP4
Q6ZNB6	E9Q8I7
Q6ZNB7	Q8BS35
Q6ZNC4	Q9ERQ3
Q6ZNC8	Q8BH98
Q6ZNE5	Q8CDJ3
Q6ZNE9	Q3TYX8
Q6ZNF0	B2RRA7
Q6ZNG2	F8VQH7
Q6ZNI0	Q3V3K7
Q6ZNJ1	E9Q9L6
Q6ZNK6	Q8JZM6
Q6ZNL6	E9QLU9
Q6ZNM6	Q9D9I1
Q6ZNQ3	Q9D9Q0
Q6ZNR0	Q8C581
Q6ZNW5	Q3TLS3
Q6ZP01	Q3V089
Q6ZP29	Q8C4N4
Q6ZP65	A0JNT9
Q6ZP80	B2RVY9
Q6ZPB1	A0A087WNV0
Q6ZPD8	A2ADU8
Q6ZPD9	Q71B07
Q6ZQN5	A2RTG9
Q6ZQN7	Q8BGD4
Q6ZQQ2	E9Q5W2
Q6ZQQ2	E9QA35
Q6ZQQ2	E9QA57
Q6ZQQ2	E9QAF1
Q6ZQR2	B2RWG1
Q6ZQW0	Q8R0V5
Q6ZQX6	Q9R0M5
Q6ZQX7	Q810M6
Q6ZQY2	Q14BP6
Q6ZQY3	E9QP13
Q6ZR19	B2RU80
Q6ZR52	L7N1X4
Q6ZR52	Q6P5C7
Q6ZR52	Q7M6X3
Q6ZR52	Q8BIN6
Q6ZR52	Q91W94
Q6ZR62	Q3URY0
Q6ZR64	Q9CZH7
Q6ZR85	J3QJW4
Q6ZRC1	A0A140LJC2
Q6ZRF8	Q3V3A7
Q6ZRH7	C6KI89
Q6ZRH7	E9Q355
Q6ZRI0	G3UWC8
Q6ZRI6	Q3TEI4
Q6ZRI8	B1AUC7
Q6ZRK6	Q8CDM4
Q6ZRP0	D3YWX5
Q6ZRP0	G3UW32
Q6ZRP0	Q9CWP9
Q6ZRP7	Q3TMX7
Q6ZRQ1	Q9CZ57
Q6ZRQ5	B1AUR6
Q6ZRR5	Q3TYE7
Q6ZRR7	Q8CDN9
Q6ZRS2	A0A087WP63
Q6ZRS2	A0A087WQ44
Q6ZRS4	Q14B48
Q6ZRT6	D3YWX5
Q6ZRT6	G3UW32
Q6ZRT6	Q9CWP9
Q6ZRV2	Q148V8
Q6ZRY4	Q8VC52
Q6ZS11	Q80UW3
Q6ZS17	Q68FE6
Q6ZS30	E9PYP2
Q6ZS81	E9PV60
Q6ZS82	Q148R9
Q6ZS86	Q8BX05
Q6ZSA7	Q3UY51
Q6ZSB9	Q8BXX2
Q6ZSC3	Q99J64
Q6ZSG1	E9QAU8
Q6ZSG2	E9PZW7
Q6ZSI9	E9QL26
Q6ZSJ8	E9Q9M4
Q6ZSJ9	Q3UH99
Q6ZSL4	Q8C4U3
Q6ZSL5	F8VPN7
Q6ZSS7	D3Z183
Q6ZSU2	Q91XM9
Q6ZSX4	O70318
Q6ZSY5	Q9JIG4
Q6ZSZ5	Q6P9R4
Q6ZSZ6	Q5DTH5
Q6ZT07	Q3UYK3
Q6ZT12	Q5U430
Q6ZT21	D3Z286
Q6ZT52	A2AM80
Q6ZT89	Q8BW66
Q6ZT98	A0A0G2LB90
Q6ZTA4	Q505D9
Q6ZTI6	Q7TS73
Q6ZTN6	Q6PD24
Q6ZTQ3	G3X8Z9
Q6ZTQ4	Q8BL00
Q6ZTR5	B1AY26
Q6ZTR7	Q3V2J0
Q6ZTW0	Q99MS8
Q6ZTZ1	Q8BIL2
Q6ZU15	S4R2P6
Q6ZU35	E9Q3Y7
Q6ZU52	D3Z623
Q6ZU64	Q3V0B4
Q6ZU65	Q80WC1
Q6ZU67	P86174
Q6ZU69	A2AKP6
Q6ZU69	A2APU8
Q6ZU69	D3YZF6
Q6ZU69	Q6GQS8
Q6ZU69	Q6PCY5
Q6ZU80	Q8BI22
Q6ZUI0	Q8CB49
Q6ZUJ4	A0A0R4J0D7
Q6ZUJ8	Q9EQ32
Q6ZUK4	Q3UP23
Q6ZUM4	A2AB59
Q6ZUS5	E9Q3K0
Q6ZUS5	E9Q6D3
Q6ZUS5	E9Q8Z1
Q6ZUS5	Q9D496
Q6ZUS6	F6V035
Q6ZUT1	E9PUQ3
Q6ZUT3	A2AD83
Q6ZUT6	A3KGF9
Q6ZUT9	A2RSQ0
Q6ZUX3	Q3TYG6
Q6ZUX7	Q8BGA2
Q6ZV29	A2AJ88
Q6ZV33	Q8VD37
Q6ZV50	D3YU81
Q6ZV65	E9Q0Z5
Q6ZV70	Q8CD19
Q6ZV73	Q69ZL1
Q6ZV89	A2AM67
Q6ZVC0	Q6PFX7
Q6ZVD7	B2RQL2
Q6ZVD8	J3QM82
Q6ZVE7	Q9DCQ3
Q6ZVF9	Q8BWS5
Q6ZVH7	Q3UYR4
Q6ZVK1	Q8BHH9
Q6ZVK8	Q3U2V3
Q6ZVL6	D3YZ21
Q6ZVM7	Q5SRX1
Q6ZVN8	Q7TQ32
Q6ZVT0	B1ASM0
Q6ZVT6	Q6P2K3
Q6ZVX7	A0A0A0MQ97
Q6ZVX9	Q6TCG2
Q6ZVZ8	Q8VHA6
Q6ZW05	E9QMK6
Q6ZW13	Q9D4A5
Q6ZW31	G3X960
Q6ZW33	Q9D5U9
Q6ZW49	Q6NZQ4
Q6ZW61	Q5SUD9
Q6ZW76	Q9CZK6
Q6ZW95	P97438
Q6ZWB5	Q925E8
Q6ZWB6	Q50H33
Q6ZWE5	Q8K1C7
Q6ZWE6	Q8BM47
Q6ZWG5	J3QPC3
Q6ZWH5	K3W4R8
Q6ZWJ1	Q9WV89
Q6ZWK6	Q8BHM9
Q6ZWL3	Q9DBW0
Q6ZWT7	Q8R3I2
Q6ZXV5	G5E8C4
Q6ZYK7	Q05769
Q6ZYL4	Q8K2X8
Q702N8	E9QQ93
Q708E1	A0A087WPA7
Q708E3	A0A087WPA7
Q708E6	A0A087WPA7
Q709A8	Q3UKG7
Q709A9	Q3UKG7
Q709C8	Q8BX70
Q709F0	A0A0R4J0I6
Q70CQ1	Q6P9L4
Q70CQ2	Q6ZQ93
Q70CQ3	Q3UN04
Q70CQ4	E9Q6Y8
Q70E73	F2Z3U3
Q70EK8	P15975
Q70EK9	B1AY15
Q70EL1	Q8BL06
Q70EL2	Q8K387
Q70EL3	Q6P8X6
Q70EL4	Q8BUM9
Q70HW3	Q5U680
Q70IA6	Q8VI63
Q70IA8	Q8BJG4
Q70J99	B2RUP2
Q70JA7	Q5DTK1
Q70SM2	Z4YJP0
Q70SY1	Q8BH52
Q70T24	Q9WVC5
Q70T25	Q9WVC5
Q70UQ0	E9QMH7
Q70YC4	Q8BG89
Q70YC5	Q8BG89
Q70Z35	Q3LAC4
Q70Z53	Q8BP78
Q711Q0	D3Z1D3
Q712K3	Q6ZWZ2
Q717R9	A0A0R4J216
Q719H9	E9Q6T9
Q719I0	Q8N9S3
Q71DI3	P84228
Q71F23	Q8C4M7
Q71F56	E9QLJ3
Q71H61	B5TVM2
Q71MG5	Q8CID3
Q71RC2	G3X9Q6
Q71RC9	Q8BT42
Q71RG4	Q3V209
Q71RH2	Q7TNV1
Q71RS6	Q8C261
Q71SY5	Q8VCB2
Q71U36	P68369
Q71UI9	Q3THW5
Q71UM5	D3YYB0
Q75MD7	A0A087WPF7
Q75MG1	Q91VK1
Q75MZ5	P58463
Q75N03	Q9JIY2
Q75QN2	Q80V86
Q75T13	Q3UUQ7
Q75V66	Q75UR0
Q75VX8	Q6PAJ3
Q75WM6	Q8CJI4
Q765I0	Q765I1
Q765P7	Q6P9S0
Q76B58	Q499E0
Q76EI7	P09813
Q76EJ3	A0A0R4J181
Q76FK4	E9QKD1
Q76G19	Q9QY39
Q76H82	Q60848
Q76I76	A0A0R4J2A0
Q76KD6	A0A0R4J0X4
Q76KP1	Q766D5
Q76L82	P59598
Q76L83	D6REV1
Q76LX8	Q769J6
Q76M96	Q8R2G6
Q76MJ5	Q9Z2E3
Q76N25	Q61214
Q76N32	Q8C0D9
Q76N89	Q8K4P8
Q76NI1	Q0KK55
Q7KYR7	A4QPC6
Q7KZ85	Q62383
Q7KZF4	Q78PY7
Q7KZI7	E9QMP6
Q7KZJ0	Q924H5
Q7KZN9	Q8BJ03
Q7L014	Q569Z5
Q7L099	A0A0G2JFT8
Q7L0J3	Q9JIS5
Q7L0Q8	Q9EQT3
Q7L0R7	E9PUC0
Q7L0X0	Q9DBY4
Q7L0X2	D3Z6S9
Q7L0Y3	Q3UFY8
Q7L190	Q8CCG4
Q7L1I2	Q8BG39
Q7L1Q6	Q9CQC6
Q7L1S5	Q76EC5
Q7L1T6	Q3TDX8
Q7L1V2	Q8BMQ8
Q7L1W4	Q8BGR2
Q7L211	Q80UX8
Q7L266	Q8C0M9
Q7L273	E9PUA6
Q7L2E3	Q99PU8
Q7L2H7	Q99JX4
Q7L2J0	Q8K3A9
Q7L2K0	Q6GQV0
Q7L2Z9	Q9CPQ5
Q7L311	Q6A058
Q7L3B6	Q9CZP7
Q7L3S4	Q8BJ90
Q7L3T8	A8Y5T6
Q7L3V2	D3YWW5
Q7L4E1	Q8BK03
Q7L4I2	S4R2L4
Q7L4P6	Q8C6D4
Q7L4S7	Q8K3A6
Q7L513	Q920A9
Q7L523	Q80X95
Q7L576	Q7TMB8
Q7L590	Q0VBD2
Q7L591	Q9QZK7
Q7L592	Q9CWG8
Q7L5A3	Q8BR27
Q7L5A8	Q5MPP0
Q7L5D6	Q9D1H7
Q7L5L3	Q99LY2
Q7L5N1	O88545
Q7L5N7	Q8BYI6
Q7L5Y6	Q9D0A0
Q7L5Y9	Q4VC33
Q7L622	E9Q7C2
Q7L775	Q8VEH5
Q7L7L0	Q8BFU2
Q7L7V1	Q8BZS9
Q7L7X3	Q5F2E8
Q7L804	G3XA57
Q7L8A9	Q8C1W1
Q7L8C5	Q9EQT6
Q7L8J4	Q99LH9
Q7L8L6	A0A0R4J291
Q7L8S5	Q6IE21
Q7L8W6	Q9CQ28
Q7L985	Q3URE9
Q7L9B9	Q3TGW2
Q7L9L4	Q8BPB0
Q7LBC6	B9EKS2
Q7LBE3	A0A0R4J0F7
Q7LBR1	Q99LU0
Q7LBX6	O35375
Q7LC14	O54910
Q7LC44	Q9WV31
Q7LDG7	Q9QUG9
Q7LFL8	Q91WA4
Q7LFX5	Q91XQ5
Q7LG56	Q6PEE3
Q7LGA3	Q8R3H7
Q7LGC8	G5E8X5
Q7M4L6	Q8CG80
Q7M4M2	P14097
Q7RTM1	A0A0R4J1J4
Q7RTN0	O70622
Q7RTN6	Q3UUJ4
Q7RTP0	Q8BHK1
Q7RTP6	Q8CJ19
Q7RTR0	D3Z7F5
Q7RTR0	Q66X01
Q7RTR0	Q66X22
Q7RTR2	J3QQ49
Q7RTR8	Q7M708
Q7RTS1	Q9QYC3
Q7RTS3	Q9QX98
Q7RTS5	F8VQ32
Q7RTS6	Q80SX5
Q7RTS7	Q6IFZ9
Q7RTS9	Q8CHY3
Q7RTT5	A2AHC7
Q7RTT5	A2AHC8
Q7RTT5	A2BI73
Q7RTT5	A2BI74
Q7RTT5	A2BI93
Q7RTT5	B1AUS7
Q7RTT5	B1AY40
Q7RTT5	F6XK35
Q7RTT5	Q6XAR7
Q7RTT5	Q6XAS2
Q7RTT5	Q6XAS3
Q7RTT5	Q6XAS4
Q7RTT5	Q8C5Z3
Q7RTT5	Q9CPU1
Q7RTT9	Q8R139
Q7RTU0	V9GWT9
Q7RTU1	Q9JLR5
Q7RTU3	Q6PFG8
Q7RTU4	Q5RJB0
Q7RTU5	M0QWB7
Q7RTU7	Q64124
Q7RTU9	Q8VIM6
Q7RTV0	P83870
Q7RTV2	P30115
Q7RTV3	Q0VDT2
Q7RTV5	Q9D1A0
Q7RTW8	Q8K561
Q7RTX0	Q925D8
Q7RTX1	Q3U5H1
Q7RTX7	Q8BVN3
Q7RTX9	Q8K1C7
Q7RTY0	Q8CE94
Q7RTY1	Q7TM99
Q7RTY3	Q8K4I7
Q7RTY5	Q14B25
Q7RTY8	Q8BIK6
Q7RTZ2	A0A140T8J5
Q7RTZ2	E9Q9U0
Q7RTZ2	G5E8G2
Q7RTZ2	G5E8I7
Q7RTZ2	Q61068
Q7Z2D5	Q7TME0
Q7Z2E3	Q7TQC5
Q7Z2G1	Q9DAB5
Q7Z2H8	Q8K4D3
Q7Z2K6	Q3UVK0
Q7Z2K8	Q3UNH4
Q7Z2R1	L7N1X4
Q7Z2R1	Q6P5C7
Q7Z2R1	Q7M6X3
Q7Z2R1	Q8BIN6
Q7Z2R1	Q91W94
Q7Z2T5	A0A0R4J0U8
Q7Z2W4	Q3UPF5
Q7Z2W7	Q8R4D5
Q7Z2W9	Q9D1N9
Q7Z2X4	Q3UBG2
Q7Z2Y5	Q9R0G8
Q7Z2Z1	Q8BQ33
Q7Z2Z2	Q8C0D5
Q7Z304	A0A0R4J0J7
Q7Z309	Q6NZE7
Q7Z319	A2A8W8
Q7Z333	A2AKX3
Q7Z340	B2RUI1
Q7Z353	Q14B70
Q7Z388	A2AJQ3
Q7Z392	B2RXC1
Q7Z3A0	Q8K2C6
Q7Z3B0	Q3UTD9
Q7Z3B1	Q80Z24
Q7Z3B3	Q80TG1
Q7Z3B4	Q8BTS4
Q7Z3C6	Q3ZAQ4
Q7Z3D4	Q99LE3
Q7Z3D6	Q8BH86
Q7Z3E1	Q8C1B2
Q7Z3E2	Q8C9S4
Q7Z3E4	O55055
Q7Z3E5	Q9D2I5
Q7Z3F1	A2AWR3
Q7Z3F8	E9Q1U1
Q7Z3G6	A7YQ68
Q7Z3H0	Q8BXP5
Q7Z3H1	Q924K1
Q7Z3H3	Q99J83
Q7Z3H4	F8WHA0
Q7Z3I0	L7N1X4
Q7Z3I0	Q6P5C7
Q7Z3I0	Q7M6X3
Q7Z3I0	Q8BIN6
Q7Z3I0	Q91W94
Q7Z3I4	Q9WVC6
Q7Z3J2	I1E4X5
Q7Z3K3	Q8BZH4
Q7Z3K6	Q3UHF3
Q7Z3N0	Q64459
Q7Z3N0	Q64464
Q7Z3N0	Q64481
Q7Z3N0	Q9EQW4
Q7Z3N0	Q9JMA7
Q7Z3Q1	Q9DC26
Q7Z3S7	F8VPL1
Q7Z3T1	Q5NCC8
Q7Z3T1	Q5NCD6
Q7Z3T8	Q80U44
Q7Z3U7	Q80TL7
Q7Z3V4	Q9ES34
Q7Z3Y7	A6BLY7
Q7Z3Y8	Q9Z320
Q7Z3Y9	Q3TRJ4
Q7Z3Z0	Q8VCW2
Q7Z3Z2	Q8BRE0
Q7Z3Z4	A0A0R4J0Y7
Q7Z3Z5	A2AGH6
Q7Z401	E9Q8V6
Q7Z402	Q8C428
Q7Z403	B1ATB3
Q7Z406	Q6URW6
Q7Z407	Q80T79
Q7Z408	V9GX34
Q7Z410	D3YTR8
Q7Z412	Q8BGI5
Q7Z417	Q5F2E7
Q7Z418	Q6VV64
Q7Z419	Q8BKD6
Q7Z422	Q6NXN1
Q7Z429	Q9ESF4
Q7Z430	Q6DID7
Q7Z434	Q8VCF0
Q7Z443	Q2EG98
Q7Z444	Q7TN89
Q7Z449	Q9CX98
Q7Z460	A0A087WQF1
Q7Z465	E9QME1
Q7Z478	Q6PGC1
Q7Z494	Q7TNH6
Q7Z4F1	Q7TQH7
Q7Z4G1	Q3V4B5
Q7Z4G4	E9QKG3
Q7Z4H2	G3X9R9
Q7Z4H3	Q3SXD3
Q7Z4H4	Q7TNK8
Q7Z4H7	Q6NV99
Q7Z4H8	G5E897
Q7Z4H9	Q3ZN08
Q7Z4I7	Q91XD2
Q7Z4J2	Q2NKH9
Q7Z4K8	Q7TNM2
Q7Z4L0	A6H666
Q7Z4L5	Q0HA38
Q7Z4L9	Q8R1Z4
Q7Z4M0	Q9CWH4
Q7Z4M1	Q9DAJ5
Q7Z4N2	Q2TV84
Q7Z4N8	H7BX23
Q7Z4P5	P43029
Q7Z4P9	Q8BHH9
Q7Z4Q2	Q8BQM4
Q7Z4Q8	Q6TCG5
Q7Z4R8	Q9DAY5
Q7Z4S6	Q9QXL2
Q7Z4S9	E2QRQ0
Q7Z4T8	Q9D4M9
Q7Z4T9	Q8BRC6
Q7Z4U5	Q497N7
Q7Z4V0	Q8BFX2
Q7Z4V1	Q8VHS6
Q7Z4W1	Q91X52
Q7Z4W2	Q9CPX3
Q7Z4Y8	J3QNM7
Q7Z4Y8	Q9CPQ8
Q7Z536	A0A0R4J0H1
Q7Z553	B2RQF5
Q7Z554	Q6P3Z7
Q7Z569	Q99MP8
Q7Z570	A2AKY4
Q7Z572	Q8BHW6
Q7Z589	Q8BMB0
Q7Z591	Q80VW7
Q7Z5A4	Q8VIF2
Q7Z5A7	Q91WE9
Q7Z5A8	Q7TPG6
Q7Z5A9	Q7TPG8
Q7Z5B4	Q8BPM6
Q7Z5G4	Q91W53
Q7Z5H3	Q8BL80
Q7Z5H5	Q05A06
Q7Z5H5	Q8R294
Q7Z5H5	Q8R296
Q7Z5H5	Q8R297
Q7Z5H5	Q8R298
Q7Z5J4	Q61818
Q7Z5J8	A2RT91
Q7Z5K2	Q65Z40
Q7Z5L0	Q5SXG7
Q7Z5L2	Q8BJM3
Q7Z5L3	Q8CFR0
Q7Z5L4	Q9DAQ9
