mouse_uniprot	mouse_entrez	mouse_refseq	human_entrez	human_refseq	human_uniprot
Q6PB51	104479	NP_598794.2	150275	NP_775781.1	Q8IWD4
E9PVV2					
Q544R6					
K3W4N2					
B1B0X3					
Q6P3C3					
Q3THU8					
Q5XQH6					
Q8R0L2					
E9PWB1					
Q80ZG4					
A0A0D4BT98					
Q8BI57					
X5J4I9					
Q6PHC0					
Q08EE2					
A0A0A6YXL7					
Q5NCU5					
Q9Z2B9	56613	NP_064308.2	8986	NP_003933.1	O75676
Q3UPW3					
E9Q161					
A0A140T8N7					
F6RB97					
Q68EF1					
A0A087WRH8					
B8JJF0					
A0A088DEG2					
E0CYE2					
O55112	14266	NP_032058.2			
A0A0G2JGZ1					
D3Z2F4					
A0A0R4J0S6					
Q69ZJ5					
P22646	12501	NP_031674.1;XP_006510029.1	916	NP_000724.1	P07766
Q8CGM1	230775	NP_001186625.1;NP_001277643.1;NP_001277644.1;NP_775094.2	576	NP_001694.2	O60241
A0A0E3UR74					
Q8VH03					
Q8CCS3					
P00186	13077	NP_034123.1	1544	NP_000752.2	P05177
B1AWP9					
Q3UZ09	232371	NP_851989.3	51279	NP_057630.2	Q9NZP8
Q3TIQ5					
Q8CBD0					
E9PXR4					
Q8CAN9					
D3YTN9					
Q8VH22					
A0A140LJ27					
Q50E62					
D3Z7G1					
Q8CE26					
Q3KN92					
Q8C204					
Q3TLW5					
Q9D4Y3					
H3BK36					
Q5U5L4					
A0A1C7ZN01					
A0A1B0GSQ6					
P70697	22275	NP_033504.2	7389	NP_000365.3	P06132
Q3V360					
F8VPZ8					
E9Q418					
Q9CZ46					
Q66JW6					
Q9DB01					
Q0PD53					
E9Q5L3					
A0A0B4J1G6					
A2AKW1					
H3BIV7					
D3Z4X9					
Q9D4K2					
A0A0R4J0D8					
Q9D501					
A2RRJ4					
Q810P7					
H3BJG4					
Q8CC01					
Q80T90					
B2BBR7					
A2AVV7					
K7TH39					
G3XA61					
Q3UVG0					
Q3TZ29					
Q9DCV7	110310	NP_149064.1	3855	NP_005547.3	P08729
P97718	11549	NP_001258689.1;NP_038489.2;XP_006518507.1;XP_011243225.1;XP_011243226.1;XP_011243227.1;XP_017171289.1;XP_017171290.1	148	NP_000671.2	P35348
Q3TT94					
E0CY33					
A0A1B0GR59					
Q64475	319178	NP_783595.1	3018	NP_066406.1	P33778
E0CXE0					
Q9JIP4	55991	NP_062355.2	24145	NP_056183.2	Q96RD7
F6R5D8					
Q3U939					
F6WVU1					
J3QMF2					
B0FTY3					
Q6PJA7					
Q8C411					
K7U6D0					
Q544H0					
G3UYG5					
A0A0R4J1E3					
F8WJC2					
S4R2K9					
K7TGY2					
Q2VPR3					
A0A0B4J1G0					
A0A0U1RNR1					
B0LAD0					
E9Q2G4					
E9Q862					
Q80VT1					
Q8VFH9					
A0A1B0GT40					
A0A023NDP0					
F6W6Q6					
Q8C2N8					
D3Z3U5					
Q08EA6					
Q3TG23					
D3YX29					
F6R9F0					
Q3U5X0					
A0A0G2JEX5					
Q3TTH9					
V9GXA7					
Q2VPA9					
E9PW90					
Q8K2B9					
Q8C5A9					
Q7TMB4					
A2AQX5					
Q9ERK6					
F7C8U2					
A0A0N4SW56					
Q3TSX1					
F8VQ87					
F6UFG6					
P70296	23980	NP_061346.2	5037	NP_002558.1	P30086
X5J4N1					
Q8VFE1					
P56485	12778	NP_001258536.1;NP_031748.2	57007	NP_064707.1	P25106
B1AWD8					
H3BLS1					
Q7TRV3					
Q3TTH0					
Q6A088					
Q9DB79					
Q80V89					
O35945	26358	NP_036051.1			
L7MU51					
Q3TP33					
Q9D0N5					
Q64502					
Q62324					
Q3TSD8					
Q80TS6					
D3Z583					
Q7TMA4	107221	NP_861413.1	338557	NP_859529.2	Q5NUL3
Q6A001					
Q3UBZ5	69674	NP_001230513.1;NP_081438.4	57409	NP_065730.2	A9UHW6
Q8C4X0					
A0A1B0GSQ3					
Q8BG43					
Q5U4F7					
Q80TT8					
Q3UGH4					
E9QKQ5					
E0CZ16	100503085	NP_001182004.1	26249	NP_059111.2	Q9UH77
Q8R1Y7					
Q3U860					
A4VCI3					
Q6P7W2	192192	NP_619617.2	92799	NP_612401.2	Q8TBC3
Q8K084					
Q8R435					
K7U6A8					
E9QLB8					
Q9R0X2	58860	NP_067450.1	27299	NP_055294.1	O15204
D4Q8F9					
Q9JJR3					
O35280	12649	NP_031717.2	1111	NP_001265.2	O14757
B2RR16					
Q99KU6	80748	NP_085038.3;XP_006525237.1	221477	NP_689947.2	Q6UWU4
G3UXI7					
Q5XQH2					
Q3V016	233020	NP_001028487.2;XP_011248824.1	147746	NP_653286.2	Q8NE63
Q8K1N2	208177	NP_001239371.1;NP_700461.2	90102	NP_001127910.1	Q86SQ0
Q542M0					
D6RG43					
Q8BND5	104009	NP_001020116.1;NP_075757.1	5768	NP_002817.2	O00391
D3Z7K9					
F6XQZ4					
Q5SWJ8					
Q3UI30					
Q3USV2					
I1E4Y1					
Q3UPK7					
Q9D950					
Q8K312					
E9Q055					
A0A0G2JDL6					
A0A075B5V4					
F6UGV8					
E9Q3L6					
Q9D074	17237	NP_001239366.1;NP_083933.1;XP_006521895.1;XP_006521897.1;XP_017172376.1	23295	NP_056061.1	O60291
K3W4P7					
G5E8X1					
A3KGB5					
Q3V3X9					
Q8CCF7					
A2AMH5					
Q8K4E2					
P21271					
Q3KQH7					
Q3TAH7					
F6TW77					
H3BK03					
Q52L79					
Q8R206					
Q499X7					
Q8C9C1					
Q545C1					
P10085	17927	NP_034996.2	4654	NP_002469.2	P15172
D3YV18					
Q05BE2					
Q9WV66	57438	NP_065600.1	64844	NP_073737.1	Q9H992
A2ANY8					
D3Z1E4					
Q3TL77					
B7ZC46					
O08989	17532	NP_032650.1;XP_006510888.1	22808	NP_036351.3	O14807
J3QNH6					
X5J506					
E9Q0P2					
E0CYI9					
Q549J5					
Q924D6					
Q8VFV7					
Q8R5M8	54725	NP_001020771.1;NP_061240.3;NP_997558.2;NP_997559.1	23705	NP_055148.3	Q9BY67
B7ZC21					
Q3TDT0					
Q0P6A0					
Q9JII1	64436	NP_001277366.1;NP_149125.1	56623	NP_063945.2	Q9NRR6
A0A0U1RP97					
Q8BP21					
B2WTN8					
Q9Z130					
H3BJJ4					
B2ZP50					
D6RDC7					
Q3U496					
Q99JB7	93835	NP_291081.2	81693	NP_112205.2	Q9BXJ7
S4R262					
A0A1B0GQV6					
D3YZQ6					
K7N6Y6					
B0V2W3					
Q8JZN5	229211	NP_766266.3	28976	NP_054768.2	Q9H845
D3Z1Z5					
Q60793	16600	NP_034767.2	9314	NP_004226.3	O43474
B9EIZ9					
Q8C8T6					
D3Z127					
Q8K0V4	232791	NP_666288.1;XP_011248803.1;XP_017177635.1	4849	NP_055331.1	O75175
Q8C7H1	109136	NP_598584.2;XP_006530625.1;XP_006530626.1;XP_006530627.1;XP_011246563.1;XP_011246564.1;XP_011246565.1;XP_011246566.1;XP_011246567.1;XP_011246568.1;XP_011246569.1;XP_011246570.1;XP_011246571.1;XP_011246572.1;XP_017167993.1;XP_017167994.1	166785	NP_758454.1	Q8IVH4
G5E912					
Q8VG02	258727	NP_666943.1			
A8DUL7					
E9PX16					
P25318	329941	NP_955767.1	1296	NP_005193.1	P25067
A2AW14					
F6Z0Y5					
X5J5L0					
Q8CEE7	108841	NP_001277338.1;NP_001277340.1;NP_780581.1	112724	NP_001139443.1	Q8NBN7
Q5R1G1					
E0CXN3					
Q3TRK8					
A0A0R4J088					
Q9D541	74703	NP_001183970.1;NP_083337.1			
A0A141CM41					
Q3UWK9					
Q8K3C6					
A0PJ96					
Q8BT29					
Q6F3F9	215798	NP_001002268.1	57211	NP_940971.1	Q86SQ4
B0QZS8					
Q3TP47					
D3YZB5					
O08909					
A0A0G2JE26					
Q91V79	68680	NP_081084.1	161247	NP_981947.1	A5D6W6
D3Z5V5					
A0A075B623					
F6TBK9					
F7A0X7					
A0A0R5RP23					
O70549					
Q9R086					
Q3UW71					
S4R1P6					
E0CY13					
Q7TMY2					
Q61092					
Q64374	19733	NP_033086.1;XP_006527635.1	9104	NP_004674.1	Q15493
E9PXX0					
E9Q3U1					
Q9CSR3					
Q49NR1					
Q9CXC7					
B7ZP43					
A0A0N4SUW3					
A7L9Z8	69047	NP_081198.1	9914	NP_001273456.1	O75185
B8X349					
Q3UMW4					
Q6A0C7					
Q059M3					
E9Q0X9					
F6V2U0					
Q8CDN8	237465	NP_780697.2;XP_006513692.1	120935	NP_872302.2	Q502W7
Q3UTV3					
Q3UEF7					
Q9D8Q7					
H3BLF9					
P41230	20591	NP_038696.2;XP_006528832.1;XP_006528835.1	8242	NP_001269551.1	P41229
A2ASR7					
Q3UQV4					
A6NAS3					
Q5SV01					
Q7TRH7					
A0A140LHL4					
D3YZB3					
Q8VHB0					
F6ZF64					
P58801	192656	NP_620402.1	8767	NP_003812.1	O43353
D6RGU0					
E9PWE7					
P63040	12889	NP_031782.3	10815	NP_006642.1	O14810
O88829	20454	NP_001030305.1;NP_035505.2;XP_006505880.1	8869	NP_003887.3	Q9UNP4
G3UXK0					
Q5RL57					
A0A075B5Q1					
Q8CEL1					
E9PUG3					
A1L0S2					
F7DEN0					
Q8BTD7					
Q3U6J4					
A0A0A6YWX4					
Q6P3Y6					
F6YT69					
P15947	16612	NP_001307260.1;NP_001307261.1;NP_034769.4	354	NP_001639.1	P07288
D3Z5A7					
Q8BT62					
A2APL5					
A0A0G2JF84					
B1ATM2					
Q3UNM0					
Q6P9L9					
Q6LCK2					
Q3UM83					
Q9D035	67149	NP_080274.2	79570	NP_078798.2	Q4KMZ8
A0A087WQB5					
Q6UAH2					
A0A140GE27					
A0A1B0GT09					
Q8BG77					
Q3TAH8					
A0A0U1RNX1					
A0A0R4J2A4					
X5J4Y7					
Q5DTK0					
Q5XW49					
A0A1B0GRI2					
Q9D4M3					
Q8CEG3					
Q9Z2A0	18607	NP_035192.2	5170	NP_002604.1	O15530
Q9EPS4					
D6RD10					
A2AEG6					
P82347	24052	NP_036021.1;XP_006533369.1;XP_006533370.1	6444	NP_000328.2	Q92629
F6UFP6					
Q3UFX9					
Q3UX37					
Q640N8					
Q9D906	74244	NP_001240646.1;NP_001240647.1;NP_083111.1;XP_006506772.1;XP_006506773.1;XP_011239796.1;XP_011239797.1	10533	NP_006386.1	O95352
E9QNR5					
Q2VPE0					
D3YVH1					
Q8C3L0					
D3Z662					
A0A0N4SWH5					
Q3TYY5					
Q9QZA3					
L7MU98					
G5E924					
A0A0U1RPQ2					
Q3UFI7					
E0CXA3					
A0A0A6YVV2					
Q8R4P0					
Q3U3A3					
F6U529					
F6WMV8					
E9PUX3					
Q6XL48					
A0JP53					
B2RT73					
B2RX05					
Q3TIL4					
F6RG68					
Q8CBU0					
Q8BSA7					
Q8BWC9					
A0A140LII7					
Q8VFH8					
A0A0R4J1Y4					
Q3UQW4					
Q8CCS1					
A0A0A6YXK1					
B7ZWG9					
A0A140LHI8					
D3YUZ5					
Q8BR37	105193	NP_780549.1	378884	NP_940988.2	Q6VVB1
Q3U536					
Q99MJ5					
Q8K046					
G3UYU7					
Q62499					
Q3U8U8					
Q3UME1					
Q3TSM1					
F7AKR5					
E9PVU9					
Q545Q1					
Q3TGY1					
A0A0A6YWA3					
Q3U1T9	329260	NP_001159973.1;NP_851992.1	163486	NP_001182144.1	Q6P3S1
Q9D2I5	78795	NP_001297631.1;NP_081732.1;NP_084460.1;XP_006530019.1	80210	NP_001258395.1	Q7Z3E5
P11928	246730	NP_660212.2	4938	NP_058132.2	P00973
Z4YLQ1					
A0A087WQK2					
Q3U4P0					
Q80TG4					
X5J5K1					
G3UWE7					
A2A7Q8					
A2AFH2					
Q8CE46	78895	NP_766025.1	83448	NP_112582.3	Q9H0K6
Q9WU90					
D7F2B6					
Q8R4F1	171171	NP_001292734.1;NP_598007.1;NP_598008.1	84628	NP_115925.2	Q96CW9
Q9EQR1					
Q9Z329	16439	NP_034716.1;NP_064307.2	3709	NP_002214.2	Q14571
Q80ZV0	67153	NP_080277.1	79621	NP_078846.2	Q5TBB1
Q3U6P9					
A1ILH3					
Q3UYH7	320129	NP_001272735.1;NP_796052.2	157	NP_005151.2	P35626
Q5DU39					
B1AXJ6					
F6Z458					
E9Q0G7					
F6ZMY5					
E9PZ45					
D3YYV2					
F7BA73					
A0A0A6YWQ3					
Q9CYQ7	67608	NP_080548.3	26502	NP_036468.1	Q9UHQ1
Q05CC6					
Q6ZQB7					
Q8C1R8					
Q8CDH5					
Q3TTI5					
Q3TJD7	67399	NP_001107560.1;NP_080407.3	9260	NP_005442.2	Q9NR12
Q62168	16670	NP_001152846.2	3882	NP_002269.3	Q14532
Q8CDG1	57746	NP_067283.1;XP_006519392.1	55124	NP_001129193.1	Q8TC59
Q80U78	80912	NP_001153075.1;NP_001153076.1;NP_001153077.1;NP_001153078.1;NP_109647.2	9698	NP_001018494.1	Q14671
Q9D3A7					
Q9CVM6					
P61979	15387	NP_001288269.1;NP_001288270.1;NP_001288272.1;NP_001288273.1;NP_001288274.1;NP_079555.1;XP_006517166.1;XP_006517167.1;XP_017170884.1;XP_017170885.1	3190	NP_112553.1	P61978
A0A0G2JEH7					
Q8VHH8					
B1AWX8					
A0A087WP16					
A0A0G2JDJ5					
Q8K502					
Q5EP41					
P36898	12167	NP_001264145.1;NP_001264146.1;NP_001264147.1;NP_001264149.1;NP_031586.1;XP_006501002.1;XP_006501003.1;XP_006501005.1;XP_006501006.1;XP_006501007.1;XP_011238303.1;XP_011238304.1	658	NP_001243722.1	O00238
Q60731					
Q8JZL7	320292	NP_665838.1;NP_851835.1	153020	NP_689758.1	Q0VAM2
D6REG4					
Q6PH08	238988	NP_808482.2;XP_006519013.1	26059	NP_056391.1	O15083
Q8BVH9	67011	NP_080183.1;XP_006519495.1;XP_006519499.1	131965	NP_689609.2	Q8TCB7
D3Z5R2					
Q3V4C3					
A0A0A6YXE7					
Q9EQR3	84036	NP_115773.2;XP_006509870.1;XP_006509871.1	3780	NP_002239.2	Q92952
Q99JQ9					
Q8R2L3					
Q9CWR8	54427	NP_001075164.1;NP_001271126.1;NP_062321.1	29947	NP_037501.2	Q9UJW3
Q8CGS2					
E9PZY1					
Q8VGA4					
S4R2A7					
A0A0A6YX87					
Q9CS90					
Q99KW4					
Q7TMM1					
A0A0A6YXR1					
A0A0J9YUY2					
D3Z190					
Q8BZ97	77630	NP_084223.2	56978	NP_064611.3	Q9NQV8
Q9CUH7					
A0A0R4J166					
A0A087WQ05					
Q9EP97	80886	NP_001157043.1;NP_109627.3	26168	NP_056485.2	Q9H4L4
E9Q339					
Q3V4A4					
Q3TEG5					
Q61549	13733	NP_034260.1;XP_006523664.1	2015	NP_001965.3	Q14246
Q8BLG0	228829	NP_766262.2	51230	NP_057520.2	Q9BVI0
E9PUP3					
A0A087WRK2					
A0A4W9					
A0A0R4IZX2					
D3YWG3					
D3YXN3					
Q1LZM0					
Q7TR24					
Q810Y9					
Q810T0					
V6AW11					
Q8R2R6	212508	NP_955005.2	92170	NP_612393.2	Q9BT17
Q8R5E1					
B9EJ46					
P30280	12444	NP_033959.1;XP_006505522.1;XP_006505523.1	894	NP_001750.1	P30279
P55098	19302	NP_001156773.1;NP_001156774.1;NP_001156777.1;NP_001156778.1;NP_001254643.1;NP_001254644.1;NP_033020.2;XP_006530121.1;XP_006530122.1;XP_011246442.1;XP_017174994.1	5828	NP_001165558.1	P28328
Q8C7F3					
Q8R2C7					
Q3UFK3					
Q6P078					
B7ZDF5					
Q9EQB4					
Q6IS59					
E0CXF7					
F6ZCI1					
A0A183ZRM3					
G3X8R6					
Q8C654					
Q571J3					
Q545K4					
P28063	16913	NP_034854.2	5696	NP_683720.2	P28062
Q8C9R8					
D6REF1					
D6RE48					
Q545L1					
P99025	320415	NP_796131.1	2644	NP_005249.1	P30047
K7TDM9					
A3KPP5					
Q569X0					
Q80XT2					
Q9D2Y8					
B1ARA9					
Q3UZV1					
P02815	20770	NP_033293.2			
A0A0U1RPY8					
A9C478					
Q3UQD2					
Q9R0T8	56489	NP_062751.2;XP_011246354.1	9641	NP_054721.1	Q14164
A0A0A6YX28					
Q05CQ4					
H3BKH3					
Q8BJ93					
F6SZ47					
A0A0G2JDX4					
Q8VEZ3					
Q80ZM8	66586	NP_001019556.1;NP_079922.2	54675	NP_061968.1	Q9UJA2
Q548R5					
Q5MJS3	80752	NP_085042.2	56975	NP_064608.2	Q8IXL6
F6WJL8					
G3UXL6					
A0A0G2JET4					
F6QYG9					
Q3UWV5					
Q8VG74					
A0A087WS61					
D6RFA3					
A2ARR6					
Q6VYI4					
D3YVC7					
Q1WLP7					
Q8C5J8					
Q99M31	50497	NP_056580.2	51182	NP_057383.2	Q0VDF9
K7TRE7					
A0A0U1RQA1					
F6RIN9					
Q8VGB0					
F6V8V6					
G5E898					
K7TDK2					
Q8C3S9					
Q6PFZ6					
Q6A043					
Q9JHC5					
P16879	14159	NP_034324.2;XP_006540667.1	2242	NP_001996.1	P07332
I1E4X6					
P63141	16490	NP_032443.3;XP_006501111.1;XP_006501112.1;XP_006501113.1;XP_006501114.1;XP_006501115.1;XP_006501116.1;XP_006501117.1;XP_006501118.1	3737	NP_004965.1	P16389
Q80ZZ0					
Q80TT9					
Q3UX96					
Q925M8					
E9Q745					
Q3B846					
D3YWJ8					
G3UYG6					
Q99L69					
S4R2N1					
B2RWW7					
Q9CWT6	71986	NP_082314.2	55794	NP_060850.2	Q9NUL7
Q69ZX8	319713	NP_001157963.1;NP_941051.2	22885	NP_055760.1	O94929
F6Z1E7					
Q3U2P4					
Q9CVK4					
P04943					
A2AGJ2					
Q7TR36					
F6ZLH4					
Q542S0					
Q3TT45					
D6RG67					
F6YIW9					
A0A0A6YWY8					
Q9CRB4					
A0A140LIR0					
F7D651					
A2AWA7					
D6RIK0					
Q3TRF8					
Q925L3					
D3YTN8					
Q3U275					
A0A0A6YX83					
E9Q287					
F6S4D9					
A0A0N4SW74					
Q9CXM0	246048	NP_624360.2	140578	NP_079220.2	Q9H9P2
G3UXX3					
Q8C2Z4					
Q8BG92	215890	NP_780657.1;XP_017169371.1	134829	NP_001010852.2	Q5SYC1
Q8R261					
Q8C846					
E0CXE4					
Q8QZS8					
P51448	19883	NP_001276845.1;NP_038674.1	6095	NP_599023.1	P35398
Q66X19	446099	NP_001004194.2	147945	NP_604393.2	Q96MN2
Q5SWK7	74315	NP_083138.2;XP_006534419.1;XP_006534420.1;XP_006534421.1	153830	NP_001186309.1	Q96MT1
S4R1M5					
B7ZWH5					
Q7TSI3	243819	NP_766482.2;XP_011248858.1	22870	NP_055746.3	Q9UPN7
Q7TRA6					
F6ZGN3					
Q9D6F7					
G3UZF9					
A0A0G2JG97					
Q8BSM9					
Q0X0E6					
D3YYJ4					
P26262	16621	NP_032481.2	3818	NP_000883.2	P03952
A3KFX6					
Q80VM0					
Q3UQI1					
Q31233					
Q2VQT9					
A2N6K8					
Q3UF03					
B2RWQ8					
Q1WWK3					
P70161					
E9Q5Y1					
Q3TBZ3					
A0A0A6YWR5					
P01799					
E9PWW5					
Q8C0I1	228061	NP_766254.2	8540	NP_003650.1	O00116
O70303	12684	NP_034024.2	27141	NP_055245.2	Q9UHD4
Q9CVQ8					
Q792Z1					
Q9D9R0	67664	NP_080577.1;XP_006526251.1			
Q8R2W6					
A0A087WPS5					
A0A0G2JGN4					
A0A0G2JDT0					
E9Q5I8					
A0AUV3					
E0CZ33					
Q08890	15931	NP_034628.2	3423	NP_000193.1	P22304
F7D0H8					
Q8C1H0					
G3UY93					
Q99J27	11416	NP_001258964.1;NP_056543.2	9197	NP_001177921.1	O00400
Q61927					
Q9D4A5	71046	NP_081931.1;XP_006531432.1	388284	NP_001013002.2	Q6ZW13
Q5GMH1					
Q3UN71					
C6EQI4					
A2AK42					
Q8VER5					
A0A0U1RQ67					
Q05BL7					
Q7TRJ6					
O35737	59013	NP_067485.1;XP_017170179.1;XP_017170180.1	3187	NP_001244222.1	P31943
Q3UTF5					
A0A1B0GS03					
D3Z4M9					
B2RY76					
Q3U0L3					
E0CYC6					
Q78YL5					
Q9CVX4					
A0A182DWE6					
Q8R209					
A0A0A6YWE3					
Q5SW28	320207	NP_796294.2;XP_006533611.1	23533	NP_055123.2	Q8WYR1
Q6P7F1	227157	NP_001158154.1;NP_660125.2	58538	NP_149055.1	Q96JB8
Q9D7D9					
A0A1B0GT95					
C0LNQ3					
A0A0N4SVX5					
Q14C50					
E9Q4R3					
G5E8W9					
Q80XK2					
M0QWK8					
Q3TU50					
A6H6J9					
Q8K2B7					
Q3UUV7					
A0A1B0GRB8					
A2AIS9					
Q8C883					
F8WI84					
O35347	13353	NP_001276742.1;NP_034177.1			
O55082	19256	NP_033004.1	26095	NP_001035816.1	Q4JDL3
Q3TC38					
Q8BTU1	14894	NP_032213.2	29105	NP_037374.1	Q9Y6A4
A0A1B0GS92					
Q8BXJ5					
Q8BH17					
D3YZ51					
F6V0H0					
B2RXX2					
A2SW42					
E9QAS7					
O89033	23834	NP_001020950.1;NP_035929.1	990	NP_001245.1	Q99741
Q8CAE6					
D3Z627					
A0A087WQK0					
Q3TT76					
Q505G3					
Q9DAB2					
E9PUN3					
Q62431	13496	NP_001275554.1;NP_001275555.1;NP_031906.1;XP_006513264.1;XP_006513265.1	1820	NP_005215.1	Q99856
Q3U570					
A0A0N4SW65					
A0A0J9YUU2					
A0A1B0GRX5					
Q9WU89					
E9PW56					
D3YYK9					
Q4V782					
V9GXB9					
M0QWM1					
F8WIP1					
D3Z5A3					
B1B0P8					
Q8QZV0	67379	NP_997560.3;XP_006540385.1	162989	NP_001257543.1	Q8WXF8
Q9WUG4					
Q6R5E9					
Q3U0N9					
Q8BXD1					
Q7TRP8					
Q922S5					
D3Z5I4					
Q8BYW9	101351	NP_780522.1;XP_006505321.1	285203	NP_001265618.1	Q5NDL2
E9PVZ7					
A0A087WSC5					
D3Z4N4					
E9Q624					
J3QNY6					
Q9NWG9	75625	NP_076277.1	28986	NP_054780.2	Q9H213
D3YU89					
Q3UXR7					
A0A087WSS2					
A0A087WRZ6					
Q3TEE6					
A0A087WR86					
Q58GH7					
A0A1B0GR28					
F6TJM2					
Q3UXB5					
Q922V4	53317	NP_058064.2	5356	NP_002660.1	O43660
Q8CI29					
A9CLV6					
Q3V1N9	215493	NP_001009819.1	127550	NP_001073907.1	
F6X6S4					
A0A1B0GR53					
Q3THZ3					
Q8VEY9					
D3Z313					
G3X9Z5					
V9GXE9					
D3Z398					
B0G0Y3					
F6YUI5					
P47945	17752	NP_032657.1			
B0LAE1					
Q3UXM3					
Q9D7N9	71881	NP_082253.1	57136	NP_065392.1	Q9HDC9
Q9CTG2					
A0A0R4J0G0					
P48756	14607	NP_032145.2;XP_006532287.1;XP_006532288.1	2695	NP_004114.1	P09681
Q8BVA9					
A0A1B0GT25					
Q5D0E4					
F2Z448					
Q99MS3	93734	NP_001276491.1;NP_001276492.1;NP_001276494.1;NP_001276496.1;NP_291042.2;XP_011244354.1	255027	NP_001121895.1	Q2QL34
Q9D3Q7					
Q8CEE0	74360	NP_001297650.1;NP_080941.3;XP_006510712.1	9702	NP_055494.2	Q86XR8
C6EQH4					
Q80VE1					
Q3TWP4					
F6TPH7					
Q542X5					
L7N219					
Q9QZ67	53892	NP_058606.3	8493	NP_003611.1	O15297
Q66JS6	100042807	NP_001242984.1	8669	NP_003749.2	O75822
P97458	19127	NP_032962.1	5626	NP_006252.3	O75360
A2AKG8	230393	NP_001074653.1	54914	NP_060264.3	Q5VW36
Q3UEG1					
Q3TBF1					
Q31234					
A4QMV1					
Q3UJI2					
Q3UFY3					
H3BJA4					
Q8BMA5	244879	NP_001074621.1	4863	NP_002510.2	Q14207
Q8C0E1					
Q5R1G5					
A0A0B5JC35					
Q3UMH6					
Q6NVE5					
Q3TKG0					
Q3UZV5					
Q6R5H6					
A6PWW4					
Q3MI19					
Q3TRP3					
X5J4P1					
B2RRB2					
A0A0R4J163					
Q9CX99	71520	NP_082093.1	10750	NP_006604.1	Q13588
A0A1B0GSP0					
Q3UKN6					
F8WHZ9					
A0A0N4SVF8					
Q9JM97					
E9PWX0					
Q3U1V8	338372	NP_001167578.1;NP_796369.2	4293	NP_149132.2	P80192
G3UWQ2					
Q3TU79					
F8WJG1					
Q5XW53					
Q14B39					
Q8BMD1					
Q3LFS8					
F7C0X9					
Q8CEW2					
Q3URV1	544696	NP_001028557.2	221322	NP_689943.4	Q96NH3
A2A7G7					
Q3ULZ1					
Q3V3Z3	382045	NP_001028640.2;NP_001139444.1;XP_011246724.1;XP_017168373.1;XP_017168374.1;XP_017168375.1	221188	NP_722579.1	Q8IZF4
Q32P00					
Q8C4X1	20892	NP_057874.2;XP_006532791.1	201254	NP_001257935.1	A8MT69
E9Q768					
Q05421	13106	NP_067257.1	1571	NP_000764.1	P05181
Q1MX42					
O35216	12615	NP_001289058.1;NP_001289059.1;NP_001289060.1;NP_001289061.1;NP_031707.1	1058	NP_001800.1	P49450
B1AZA8					
V9GXF9					
B7ZWE7					
Q91W00					
Q5SVG4					
A0A087WQP5					
S4R1N3					
Q8R0I8					
Q8CDU4	320118	NP_796050.2	222235		Q8NEE6
P11352	14775	NP_032186.2	2876	NP_000572.2	P07203
A6H6L6					
I7CPP0					
Q8BWS5	243385	NP_899006.1	285513	NP_938022.2	Q6ZVF9
Q80TN7	260315	XP_006513738.1	89795		Q8IVL0
A0A0U1RPQ3					
Q8C1W8					
Q9DBR3	74125	NP_001159610.1;NP_083044.2	25852	NP_056211.2	Q8IUR7
Q3T999					
Q91Y03					
Q6YJU1					
Q1L2D9					
Q8C3U1					
P36916	14670	NP_032162.2	2794	NP_005266.2	P36915
Q99PD7					
B1ASQ1					
Q922R0	19108	NP_058675.1	5613	NP_005035.1	P51817
Q8BPD6					
E0CXV6					
Q3UZL8					
A2AIZ3					
Q9JM52	50932	NP_057922.2;NP_795712.2;XP_006533744.1	50488		Q8N4C8
Q9CYM7					
E9Q3U7					
B7ZNZ9					
A2A5A7					
Q6PFE0					
Q8CAC8	328971	NP_808497.1;XP_006526094.1;XP_006526096.1;XP_006526097.1;XP_006526098.1;XP_011245251.1			
Q3UHR0	268515	NP_940815.3;XP_006533489.1;XP_011247356.1	57597	NP_001073988.2	Q9P281
Q9CQD4	67028	NP_080197.2			
I1E4X7					
A0A0R4J217					
A0A0F7W8R9					
Q8BN74					
Q3TV00					
Q9D9A9					
A2AT37					
P14148	19989	NP_035421.2	6129	NP_000962.2	P18124
O88508	13435	NP_001258682.1;NP_031898.1;NP_714965.1;XP_006515016.1;XP_006515019.1	1788	NP_783328.1	Q9Y6K1
E9PXC9					
J3QPJ5					
Q9CU27					
Q8VFP9					
A0A0U1RPW2					
Q9Z125	26427	NP_036087.2	90993	NP_443086.1	Q96BA8
Q6P1Y8	234515	NP_001019788.1	8821	NP_003857.2	O15327
H3BJZ7					
Q497Q6	207921	NP_780640.2;XP_017170498.1	375190	NP_001139182.1	
Q922P9	74022	NP_082996.2	84656		Q49A26
Q3MI35					
Q3UF15					
G3X9K4					
Q8R3P8					
B9EK86					
Q8VEK6	71777	NP_001297990.1;NP_076115.3	54556	NP_061944.2	Q9NXR8
A0A0A6YVQ2					
Q3TSF0					
A2AST1					
Q3TR30					
D3YWS1					
Q80W51					
A0A1B0GQZ5					
Q810E1					
Q8VFG3					
Q6PFZ4					
A2A4Y5					
E9Q6E5					
Q6F5F0					
A0A087WNY0					
Q2TJJ8					
Q3TVV6					
Q569E4	229588	NP_001020012.1	54964	NP_060330.2	Q9BUN1
E9Q3F9					
Q9Z0F1	14683	NP_062664.2;NP_068840.2;XP_006498842.1	2778		O95467;P63092;P84996;Q5JWF2
E9PYP3					
Q3U0X9					
Q3TT47					
