9606.ENSP00000300161	P31946
9606.ENSP00000301896	H0YEC1
9606.ENSP00000312126	H0YJ57
9606.ENSP00000261835	H0YJI0
9606.ENSP00000326804	B3KTW0
9606.ENSP00000365402	G9HW52
9606.ENSP00000290299	H7C086
9606.ENSP00000368858	H7C5F1
9606.ENSP00000356713	Q14936
9606.ENSP00000354982	Q5XZL8
9606.ENSP00000420040	B3KSZ5
9606.ENSP00000284049	B3KT33
9606.ENSP00000330278	B3KWD2
9606.ENSP00000261707	B3VRW0
9606.ENSP00000318057	B4DH80
9606.ENSP00000430633	B4DHL8
9606.ENSP00000472280	B4DQ88
9606.ENSP00000362127	B4DQD1
9606.ENSP00000361290	B4DU54
9606.ENSP00000274963	B4DV77
9606.ENSP00000278903	B4DWJ0
9606.ENSP00000261652	B4E0B0
9606.ENSP00000325618	B4E0C4
9606.ENSP00000274276	B4E1W9
9606.ENSP00000355046	C8YGV5
9606.ENSP00000402153	C9K0A8
9606.ENSP00000399168	H9BQ86
9606.ENSP00000369497	K4JWF8
9606.ENSP00000349629	Q68D03
9606.ENSP00000405890	Q68DD6
9606.ENSP00000278616	Q68DE6
9606.ENSP00000366387	B4E320
9606.ENSP00000263640	C9J1R3
9606.ENSP00000309233	C9JER0
9606.ENSP00000265394	C9JZ94
9606.ENSP00000366005	D5FHQ8
9606.ENSP00000366005	D5M8G4
9606.ENSP00000365402	D6ML73
9606.ENSP00000405032	F5H0V9
9606.ENSP00000313258	H7BXG6
9606.ENSP00000354813	U3KWL2
9606.ENSP00000306335	B7Z8F5
9606.ENSP00000326693	B7Z8R5
9606.ENSP00000427690	B8Q181
9606.ENSP00000364295	E9PL93
9606.ENSP00000380552	E9PMX4
9606.ENSP00000366005	G1EP62
9606.ENSP00000408860	Q1H8Y3
9606.ENSP00000245960	Q7LDQ7
9606.ENSP00000370719	Q7Z328
9606.ENSP00000244364	Q86T18
9606.ENSP00000221930	Q86YU2
9606.ENSP00000234071	Q8J004
9606.ENSP00000269886	Q9BWP4
9606.ENSP00000261497	Q9NSJ7
9606.ENSP00000319716	Q9Y4S0
9606.ENSP00000323302	F8VPF1
9606.ENSP00000354499	A0A059QQA1
9606.ENSP00000449500	A0A060KS66
9606.ENSP00000393887	B7Z8Q2
9606.ENSP00000226218	J7HH10
9606.ENSP00000354813	K4GXW9
9606.ENSP00000347409	Q2A682
9606.ENSP00000356771	Q2HZY9
9606.ENSP00000445677	B7Z2Y4
9606.ENSP00000160262	B7Z6W6
9606.ENSP00000251776	B7Z7H1
9606.ENSP00000354504	B7ZKP3
9606.ENSP00000250699	C4IXS7
9606.ENSP00000292427	D2KC07
9606.ENSP00000365402	G0WVC9
9606.ENSP00000469018	M0QXA5
9606.ENSP00000418960	A0A068BC99
9606.ENSP00000354554	A0A068J146
9606.ENSP00000341165	M0R084
9606.ENSP00000355241	M0R096
9606.ENSP00000408860	Q16755
9606.ENSP00000265729	Q75MZ6
9606.ENSP00000360158	Q8NAW5
9606.ENSP00000356545	Q9NYZ5
9606.ENSP00000433457	Q9NZX4
9606.ENSP00000366005	U5YBD5
9606.ENSP00000399168	D3U469
9606.ENSP00000365402	J7JWN4
9606.ENSP00000272321	Q53RX9
9606.ENSP00000430075	Q6F4B5
9606.ENSP00000386126	Q6L9N1
9606.ENSP00000387356	Q6LE94
9606.ENSP00000330054	Q6P4C9
9606.ENSP00000452871	Q6PRX2
9606.ENSP00000354554	A0A059RSF6
9606.ENSP00000267102	F8VYZ9
9606.ENSP00000228437	F8VZQ2
9606.ENSP00000368797	Q6FI68
9606.ENSP00000361855	Q6IRW3
9606.ENSP00000307411	Q6N002
9606.ENSP00000202556	Q6ZU84
9606.ENSP00000290200	Q6ZVU9
9606.ENSP00000259915	A7WPM7
9606.ENSP00000354554	A7XSF7
9606.ENSP00000385610	A8E632
9606.ENSP00000283645	A8K1E4
9606.ENSP00000253362	A8K739
9606.ENSP00000276420	A8K7W1
9606.ENSP00000354227	H0YE21
9606.ENSP00000017003	I3L3K2
9606.ENSP00000379531	I3L469
9606.ENSP00000354632	K7WIJ6
9606.ENSP00000301945	Q508I5
9606.ENSP00000247879	Q50KZ1
9606.ENSP00000253462	Q53G08
9606.ENSP00000315774	Q53G17
9606.ENSP00000424328	Q53GN7
9606.ENSP00000309968	Q53RS1
9606.ENSP00000398481	X5D321
9606.ENSP00000383093	A2A280
9606.ENSP00000265713	A5PKX7
9606.ENSP00000216223	B0QYC2
9606.ENSP00000365402	E2GJI9
9606.ENSP00000321997	H0Y9B4
9606.ENSP00000314606	I3L4C9
9606.ENSP00000399168	I6NN04
9606.ENSP00000366005	I6NXI2
9606.ENSP00000355046	I6QHI3
9606.ENSP00000331871	S5VXN0
9606.ENSP00000307479	X5DRE4
9606.ENSP00000344635	D6RD30
9606.ENSP00000366005	D7NNN9
9606.ENSP00000365402	D7NNV3
9606.ENSP00000365402	D7NP19
9606.ENSP00000365402	D7NP62
9606.ENSP00000202816	Q05C10
9606.ENSP00000399168	Q1ZZH2
9606.ENSP00000418960	Q4EW25
9606.ENSP00000331172	Q53QL8
9606.ENSP00000329093	Q8N1X9
9606.ENSP00000334198	Q9NYY7
9606.ENSP00000360250	R4GMQ9
9606.ENSP00000383682	A0A087WSW5
9606.ENSP00000376623	A0A087WX75
9606.ENSP00000354950	A0A087WZN4
9606.ENSP00000011653	B0AZV7
9606.ENSP00000354499	H9PJX4
9606.ENSP00000354632	H9QVF2
9606.ENSP00000354632	H9RY47
9606.ENSP00000255120	Q6PJY7
9606.ENSP00000216420	B2RCX4
9606.ENSP00000356290	B2RD24
9606.ENSP00000354554	K9M5K3
9606.ENSP00000264018	B2R858
9606.ENSP00000023939	B2RB99
9606.ENSP00000283905	C9J431
9606.ENSP00000352841	E5RGU5
9606.ENSP00000354813	F1AK87
9606.ENSP00000328939	F4MHS7
9606.ENSP00000399168	F4NBU4
9606.ENSP00000263708	F5H020
9606.ENSP00000308926	U3KQV3
9606.ENSP00000354554	G9IF12
9606.ENSP00000382034	I4EPJ8
9606.ENSP00000363812	Q06310
9606.ENSP00000307705	Q4VB24
9606.ENSP00000366005	W8NKP1
9606.ENSP00000360626	A2A2I9
9606.ENSP00000328269	A8K0D5
9606.ENSP00000334849	A8K544
9606.ENSP00000264447	A8K583
9606.ENSP00000405268	A8K654
9606.ENSP00000347314	A8K6Q9
9606.ENSP00000267485	A8K990
9606.ENSP00000399168	E2D5Q2
9606.ENSP00000390637	F6L6Y3
9606.ENSP00000170630	I3L4H7
9606.ENSP00000263071	I3L4R9
9606.ENSP00000307833	Q53EY9
9606.ENSP00000332592	Q53QP6
9606.ENSP00000318820	Q53QT2
9606.ENSP00000356016	Q5SBK0
9606.ENSP00000363506	Q7Z3P9
9606.ENSP00000326159	Q96JE2
9606.ENSP00000265316	U3THN0
9606.ENSP00000262803	A0A059XBJ6
9606.ENSP00000422131	D6REQ2
9606.ENSP00000354813	D8L3H5
9606.ENSP00000339971	H0Y3S5
9606.ENSP00000339086	Q05BP1
9606.ENSP00000258411	Q05BQ6
9606.ENSP00000419970	Q63HL4
9606.ENSP00000266497	A0A087WV31
9606.ENSP00000374562	A0A087WX56
9606.ENSP00000323982	A0A087WZH1
9606.ENSP00000331727	A0A087X077
9606.ENSP00000362975	A0A087X1H9
9606.ENSP00000315212	D6R9E0
9606.ENSP00000354813	H9P3L2
9606.ENSP00000354554	H9PCT8
9606.ENSP00000354632	H9QSY1
9606.ENSP00000354554	H9RDX0
9606.ENSP00000354665	H9SBJ6
9606.ENSP00000372547	H9U923
9606.ENSP00000406861	H9XFB7
9606.ENSP00000302770	Q8NEY2
9606.ENSP00000358730	Q9HBK8
9606.ENSP00000364543	Q9NPK3
9606.ENSP00000156626	Q9NXQ7
9606.ENSP00000269305	A4GWD0
9606.ENSP00000354554	D1G469
9606.ENSP00000366005	D5FHM1
9606.ENSP00000288988	H7C1E3
9606.ENSP00000405348	O60358
9606.ENSP00000292303	Q5QIP0
9606.ENSP00000350012	Q6PIM8
9606.ENSP00000343505	Q6U6I7
9606.ENSP00000354665	Q8HG31
9606.ENSP00000324804	Q8NB89
9606.ENSP00000353820	G9CGD2
9606.ENSP00000269305	L0ERL2
9606.ENSP00000375608	M9R4V3
9606.ENSP00000243077	Q6LBN5
9606.ENSP00000348933	Q6PK69
9606.ENSP00000233146	Q0ZAJ1
9606.ENSP00000263097	Q6FHC3
9606.ENSP00000300209	F8VZI8
9606.ENSP00000355046	A0A059QET0
9606.ENSP00000355046	A0A059QQ67
9606.ENSP00000369497	A0A068BEW3
9606.ENSP00000356832	B7Z1G1
9606.ENSP00000299402	B7Z1L0
9606.ENSP00000297994	B7Z968
9606.ENSP00000357047	B9TX50
9606.ENSP00000270617	M0R032
9606.ENSP00000307080	M0R035
9606.ENSP00000242375	C4PL36
9606.ENSP00000366005	L7PHV2
9606.ENSP00000291294	M0QZI2
9606.ENSP00000221742	M0R063
9606.ENSP00000270649	M0R1H2
9606.ENSP00000472465	M0R2C6
9606.ENSP00000341489	M0R3D3
9606.ENSP00000269305	A2I9Z1
9606.ENSP00000454697	H3BN57
9606.ENSP00000303779	H3BSZ6
9606.ENSP00000457066	H3BT81
9606.ENSP00000368856	O43831
9606.ENSP00000441891	Q6ZNY3
9606.ENSP00000265723	Q75MQ5
9606.ENSP00000334051	Q8N2B4
9606.ENSP00000362508	Q8WX86
9606.ENSP00000226730	Q9C001
9606.ENSP00000361499	Q9HAM0
9606.ENSP00000281623	Q9NWC0
9606.ENSP00000354813	R9Y499
9606.ENSP00000399168	U5YF41
9606.ENSP00000366005	C0M138
9606.ENSP00000399168	C9WCX1
9606.ENSP00000403302	I1Z9D3
9606.ENSP00000338934	Q9UK20
9606.ENSP00000379651	U5QBG3
9606.ENSP00000365402	U5YF11
9606.ENSP00000366005	U5YJM7
9606.ENSP00000366005	U6BZQ8
9606.ENSP00000335156	A1E4E9
9606.ENSP00000354632	Q6UG00
9606.ENSP00000359222	S4R434
9606.ENSP00000331871	W6AWL8
9606.ENSP00000354499	A0A059SEP4
9606.ENSP00000347409	A0A0A1TE50
9606.ENSP00000360988	A1A4W3
9606.ENSP00000253788	E4W6B6
9606.ENSP00000328472	K7EIT5
9606.ENSP00000374274	K7EPL3
9606.ENSP00000321049	K7EPR2
9606.ENSP00000396402	K7ERJ7
9606.ENSP00000270517	K7ESM8
9606.ENSP00000366005	Q30177
9606.ENSP00000348068	Q3I0J7
9606.ENSP00000262942	V9HVZ6
9606.ENSP00000365402	S5DU09
9606.ENSP00000354632	W0C8M5
9606.ENSP00000398481	B3KNS2
9606.ENSP00000268797	B3KRH8
9606.ENSP00000419005	B3KVX2
9606.ENSP00000344666	Q9NRW8
9606.ENSP00000353393	Q9UQQ5
9606.ENSP00000361423	A1Z199
9606.ENSP00000273130	B3KM42
9606.ENSP00000374574	B3KMI4
9606.ENSP00000346453	B3KPY9
9606.ENSP00000340347	B3KQ75
9606.ENSP00000337354	B3KRG8
9606.ENSP00000355388	B3KS10
9606.ENSP00000256658	B3KSJ4
9606.ENSP00000291688	B3KT88
9606.ENSP00000378505	B3KVF3
9606.ENSP00000302108	B3KWN3
9606.ENSP00000268129	B4DL35
9606.ENSP00000340742	B4DSH0
9606.ENSP00000296953	B4DT42
9606.ENSP00000293745	B4DXK4
9606.ENSP00000331871	B4F4S2
9606.ENSP00000366005	E7BBA1
9606.ENSP00000354813	Q4GI18
9606.ENSP00000261937	Q59F24
9606.ENSP00000377840	Q59GD3
9606.ENSP00000268058	Q59GQ8
9606.ENSP00000342032	Q59GR5
9606.ENSP00000244020	Q59GY3
9606.ENSP00000341208	Q59GY7
9606.ENSP00000436557	Q59H96
9606.ENSP00000338766	Q8NAA7
9606.ENSP00000339824	Q96T36
9606.ENSP00000264657	Q9BXH2
9606.ENSP00000364034	Q9UQ60
9606.ENSP00000313243	A0AUM3
9606.ENSP00000366005	A5PHP7
9606.ENSP00000290949	C6SUN6
9606.ENSP00000333994	C8C504
9606.ENSP00000337854	J3KS46
9606.ENSP00000366005	S4T722
9606.ENSP00000426120	B7Z527
9606.ENSP00000366005	D6MLN8
9606.ENSP00000264428	D6RD86
9606.ENSP00000274382	D6RID5
9606.ENSP00000403932	E5RHB1
9606.ENSP00000394033	F8WDE6
9606.ENSP00000377043	F8WDP8
9606.ENSP00000194130	F8WEM4
9606.ENSP00000405482	F8WES3
9606.ENSP00000302886	Q05D08
9606.ENSP00000250018	Q08EN2
9606.ENSP00000288988	Q68VI9
9606.ENSP00000354632	B2XEL7
9606.ENSP00000354632	B2XG09
9606.ENSP00000407323	B4DHA6
9606.ENSP00000410734	B4DT98
9606.ENSP00000365402	G3D6F7
9606.ENSP00000354982	Q4F0T8
9606.ENSP00000354499	Q4F5X3
9606.ENSP00000230321	B1AKC0
9606.ENSP00000409952	B4DTZ4
9606.ENSP00000429430	B4DY80
9606.ENSP00000466834	B4DYI4
9606.ENSP00000313885	B4E3Q5
9606.ENSP00000365402	M9PA28
9606.ENSP00000366032	Q5T8Z1
9606.ENSP00000309570	E7EUU0
9606.ENSP00000254066	J3QRM2
9606.ENSP00000354813	D6C1N2
9606.ENSP00000324323	E7ER86
9606.ENSP00000365402	F2VNQ6
9606.ENSP00000365402	F2XI56
9606.ENSP00000403925	Q0VAN5
9606.ENSP00000328178	Q6NXS2
9606.ENSP00000326888	Q7Z4I3
9606.ENSP00000374309	Q7Z5W6
9606.ENSP00000303575	Q8NG26
9606.ENSP00000354813	F2WJ65
9606.ENSP00000365402	H6UV88
9606.ENSP00000354632	H6WH00
9606.ENSP00000312054	H7C1N0
9606.ENSP00000240874	H7C1X7
9606.ENSP00000293604	H7C4Z6
9606.ENSP00000383939	B3KRD6
9606.ENSP00000329093	B3VS35
9606.ENSP00000360905	B4DGK1
9606.ENSP00000398890	B4DVC2
9606.ENSP00000358323	B4DVR8
9606.ENSP00000315130	B4DW11
9606.ENSP00000345229	B4E370
9606.ENSP00000365402	H9BYV6
9606.ENSP00000365394	H9CTV0
9606.ENSP00000354554	H9E7H9
9606.ENSP00000366005	Q8WMA2
9606.ENSP00000380544	B3KTF4
9606.ENSP00000229195	B3KTL6
9606.ENSP00000384408	B4DHS4
9606.ENSP00000262498	B4DN94
9606.ENSP00000417653	B4DNX5
9606.ENSP00000376609	B4DPB3
9606.ENSP00000370803	B4DTZ1
9606.ENSP00000351520	B4DU21
9606.ENSP00000309116	B4DVF0
9606.ENSP00000454670	B4DW42
9606.ENSP00000384442	B4E0N4
9606.ENSP00000380227	B4E0Q2
9606.ENSP00000371201	B4E1Z6
9606.ENSP00000354632	C8YHY6
9606.ENSP00000258412	C9JN47
9606.ENSP00000397351	C9JNS8
9606.ENSP00000194530	C9JSU7
9606.ENSP00000418735	C9JWI2
9606.ENSP00000365402	D5M8C1
9606.ENSP00000354632	D6BZD4
9606.ENSP00000442736	B7Z3G6
9606.ENSP00000332034	B7Z607
9606.ENSP00000321498	C9JZ37
9606.ENSP00000390020	E9PI00
9606.ENSP00000349161	E9PQ03
9606.ENSP00000317743	E9PQI1
9606.ENSP00000353910	G3V5E3
9606.ENSP00000274938	Q7Z3I8
9606.ENSP00000384026	Q86U91
9606.ENSP00000448219	Q86UK4
9606.ENSP00000222572	Q86X69
9606.ENSP00000370949	Q8J028
9606.ENSP00000354499	U3KW58
9606.ENSP00000386227	B7Z6G0
9606.ENSP00000360841	B7ZLH4
9606.ENSP00000394178	B8ZZ71
9606.ENSP00000366005	G1EP09
9606.ENSP00000399168	G1EPW2
9606.ENSP00000365402	G1EQB8
9606.ENSP00000264705	G1UI39
9606.ENSP00000355319	G3V405
9606.ENSP00000379156	Q8N236
9606.ENSP00000320869	Q8TES0
9606.ENSP00000370003	Q9H3K3
9606.ENSP00000354003	Q9UE44
9606.ENSP00000393776	A0JLQ4
9606.ENSP00000365402	B0JF23
9606.ENSP00000379839	B7Z5W2
9606.ENSP00000365402	C5IZV8
9606.ENSP00000365402	E0WBR4
9606.ENSP00000365402	E0X9L9
9606.ENSP00000243389	H0YBS2
9606.ENSP00000256343	H0YJA5
9606.ENSP00000252453	Q29RX7
9606.ENSP00000430075	Q5W9V2
9606.ENSP00000295121	Q96LM8
9606.ENSP00000378920	Q96MZ1
9606.ENSP00000354554	D0UTU3
9606.ENSP00000359449	E5RGV1
9606.ENSP00000240731	F5GY70
9606.ENSP00000410198	F5GZ04
9606.ENSP00000352841	H0YB52
9606.ENSP00000430073	H0YC59
9606.ENSP00000307443	H0YCA2
9606.ENSP00000450040	H0YHG5
9606.ENSP00000273308	H0YIH9
9606.ENSP00000389870	B2R870
9606.ENSP00000256658	B2RBF6
9606.ENSP00000363559	B4DJH0
9606.ENSP00000233668	B4DJN1
9606.ENSP00000372170	E9KXW1
9606.ENSP00000328939	F4MHD8
9606.ENSP00000328939	F4MHJ9
9606.ENSP00000365402	F4YU94
9606.ENSP00000312029	F5GX45
9606.ENSP00000365402	G9HWA9
9606.ENSP00000377401	A0A0A0MS46
9606.ENSP00000242810	C9JN72
9606.ENSP00000358677	U3KQQ9
9606.ENSP00000325525	A7YL13
9606.ENSP00000219207	A8K0N4
9606.ENSP00000355419	A8K0W1
9606.ENSP00000314067	A8K5M4
9606.ENSP00000337862	A8K6P6
9606.ENSP00000296575	A8K734
9606.ENSP00000365318	A8K778
9606.ENSP00000290776	A8K8A4
9606.ENSP00000359573	A8K963
9606.ENSP00000326219	H0YNP7
9606.ENSP00000354554	I3PXS6
9606.ENSP00000355046	I3Q5S3
9606.ENSP00000366005	I3QHR1
9606.ENSP00000300896	Q4VC15
9606.ENSP00000269466	Q53EY2
9606.ENSP00000315644	Q53FB7
9606.ENSP00000260324	Q53HW7
9606.ENSP00000348380	Q53RS5
9606.ENSP00000470526	Q53S20
9606.ENSP00000354554	Q5SA37
9606.ENSP00000349490	A0A0A6YYP8
9606.ENSP00000365402	E3SGB2
9606.ENSP00000440832	F6TGH8
9606.ENSP00000423660	H0Y8Q9
9606.ENSP00000376799	H0YD27
9606.ENSP00000325296	H0YDN7
9606.ENSP00000249776	H0YNN6
9606.ENSP00000354813	H9RVX2
9606.ENSP00000366005	I0BW50
9606.ENSP00000354554	I6U1P4
9606.ENSP00000354554	I7GW26
9606.ENSP00000275525	Q6PEY6
9606.ENSP00000348020	Q8N3N3
9606.ENSP00000308165	Q9BZN6
9606.ENSP00000380824	Q9Y3S8
9606.ENSP00000363296	V9GYB0
9606.ENSP00000306974	A0A087WXB1
9606.ENSP00000412436	A0A087WYF5
9606.ENSP00000383682	A0A087WZP4
9606.ENSP00000335144	A0A087X0Q8
9606.ENSP00000354632	D6R6F7
9606.ENSP00000365402	D7NP02
9606.ENSP00000366005	D7NP83
9606.ENSP00000366005	D7NSP0
9606.ENSP00000365402	D7R0W1
9606.ENSP00000354982	H9NYK3
9606.ENSP00000354632	H9RLD9
9606.ENSP00000408146	Q49U30
9606.ENSP00000308541	Q8TD58
9606.ENSP00000216194	V9GY96
9606.ENSP00000365402	W0NTN5
9606.ENSP00000399168	Q5QR58
9606.ENSP00000345774	Q68D64
9606.ENSP00000356022	Q6LE88
9606.ENSP00000387286	Q96RD8
9606.ENSP00000330054	A9X7H1
9606.ENSP00000354813	D3YLI0
9606.ENSP00000399168	L7PG23
9606.ENSP00000365402	M9P8K0
9606.ENSP00000316054	Q13518
9606.ENSP00000356789	Q6LEU2
9606.ENSP00000253699	Q6MZR5
9606.ENSP00000413445	H7BZ34
9606.ENSP00000329140	Q70T20
9606.ENSP00000281092	W0S4B9
9606.ENSP00000279022	Q6IBG1
9606.ENSP00000321999	Q71UK6
9606.ENSP00000354632	A0A059RHL4
9606.ENSP00000354499	A0A059RIM1
9606.ENSP00000347232	B7Z2X2
9606.ENSP00000347409	G0TQY7
9606.ENSP00000354813	G0XP03
9606.ENSP00000282478	B7SEX1
9606.ENSP00000422533	B7Z2G2
9606.ENSP00000342381	B7Z2X1
9606.ENSP00000367069	B7Z741
9606.ENSP00000358414	B7Z784
9606.ENSP00000277903	B7Z8Q5
9606.ENSP00000354961	A0A075X8B5
9606.ENSP00000361310	C4P9N5
9606.ENSP00000365402	C5IZU8
9606.ENSP00000458124	H3BVH4
9606.ENSP00000263266	M0QZ37
9606.ENSP00000413411	M0R3J2
9606.ENSP00000320485	Q96SM7
9606.ENSP00000301458	Q9NPM0
9606.ENSP00000366005	Q9TQ25
9606.ENSP00000466950	Q9UGL0
9606.ENSP00000369399	R9UQR4
9606.ENSP00000354632	A1DV99
9606.ENSP00000361669	A6ZIS3
9606.ENSP00000367802	H3BMQ4
9606.ENSP00000463741	H3BQ26
9606.ENSP00000373485	H3BQ72
9606.ENSP00000347170	H3BRZ2
9606.ENSP00000457849	H3BUX3
9606.ENSP00000342710	Q147W7
9606.ENSP00000302413	Q75M96
9606.ENSP00000345728	Q762B6
9606.ENSP00000356022	Q7Z7M5
9606.ENSP00000250495	S4R3E9
9606.ENSP00000355046	T2HLS5
9606.ENSP00000354632	U5YSN6
9606.ENSP00000255977	A1L0W6
9606.ENSP00000354632	A6YVS8
9606.ENSP00000366005	A7DZQ5
9606.ENSP00000339398	Q29782
9606.ENSP00000349960	Q562R6
9606.ENSP00000362352	Q9HA11
9606.ENSP00000354499	L7XJZ7
9606.ENSP00000331871	W6ECL6
9606.ENSP00000354660	B2R911
9606.ENSP00000230582	F2Z2N5
9606.ENSP00000240618	Q1HEA1
9606.ENSP00000418802	Q3BBU1
9606.ENSP00000357341	Q3LID7
9606.ENSP00000450607	Q6MZN3
9606.ENSP00000339957	A0PJ80
9606.ENSP00000378786	A1A436
9606.ENSP00000380109	K7EKM2
9606.ENSP00000346791	Q5GIT6
9606.ENSP00000430955	Q7Z3N5
9606.ENSP00000265433	V9PAU3
9606.ENSP00000250340	A0AUH1
9606.ENSP00000356265	A8MYI2
9606.ENSP00000367527	B3KMX5
9606.ENSP00000228437	B3KPI0
9606.ENSP00000266022	B3KSK6
9606.ENSP00000386787	B3KU55
9606.ENSP00000352904	B3KUK6
9606.ENSP00000344353	B3KVQ5
9606.ENSP00000358188	B3KX56
9606.ENSP00000243611	B4DDY0
9606.ENSP00000294413	Q2MCP1
9606.ENSP00000164133	Q59G20
9606.ENSP00000355500	B2R9B7
9606.ENSP00000367207	B3CJ92
9606.ENSP00000265388	B3KM69
9606.ENSP00000356468	B3KM71
9606.ENSP00000356234	B3KMS2
9606.ENSP00000326888	B3KNZ3
9606.ENSP00000431876	B3KPE1
9606.ENSP00000255858	B3KRP9
9606.ENSP00000344308	B3KU97
9606.ENSP00000461518	B3KXP7
9606.ENSP00000260762	B3KXY5
9606.ENSP00000347754	B3VRH5
9606.ENSP00000324804	B4DE69
9606.ENSP00000406577	B4DEL4
9606.ENSP00000368314	B4DFP9
9606.ENSP00000233331	B4DJ22
9606.ENSP00000387362	B4DK32
9606.ENSP00000316649	B4DKJ8
9606.ENSP00000296257	B4DKW6
9606.ENSP00000296215	B4DLV6
9606.ENSP00000307208	B4DM40
9606.ENSP00000228825	B4DM63
9606.ENSP00000358105	B4DQN1
9606.ENSP00000355180	B4DRR8
9606.ENSP00000261965	B4DYP7
9606.ENSP00000359305	Q49AG2
9606.ENSP00000354813	Q4GVS7
9606.ENSP00000307241	Q59G68
9606.ENSP00000434241	Q59H29
9606.ENSP00000328992	Q8N2J1
9606.ENSP00000252034	Q9UMK5
9606.ENSP00000356713	A5HJZ4
9606.ENSP00000355046	D2Y6W5
9606.ENSP00000304236	D6RD81
9606.ENSP00000272321	F8WBT2
9606.ENSP00000338573	Q05DU1
9606.ENSP00000338774	Q53TS1
9606.ENSP00000408146	Q67AP3
9606.ENSP00000265361	Q75L25
9606.ENSP00000354876	W8DFH5
9606.ENSP00000354554	A4ZLP6
9606.ENSP00000328998	B7Z3G5
9606.ENSP00000365402	D6C6D4
9606.ENSP00000422293	D6RF64
9606.ENSP00000378996	D6RIC9
9606.ENSP00000366005	D7NSP1
9606.ENSP00000318986	F8WF52
9606.ENSP00000264192	B2R6X3
9606.ENSP00000250124	B2RB74
9606.ENSP00000266458	B2RD60
9606.ENSP00000367207	B3CJ89
9606.ENSP00000415941	B4DDH0
9606.ENSP00000365402	F6IQK3
9606.ENSP00000383402	B4DEZ8
9606.ENSP00000306015	B4DLE4
9606.ENSP00000355568	B4DTU9
9606.ENSP00000262367	B5A213
9606.ENSP00000331871	G8YY14
9606.ENSP00000379030	J3QLP0
9606.ENSP00000373674	J3QRN4
9606.ENSP00000285679	W6MEN2
9606.ENSP00000439551	A0A0A6YYA1
9606.ENSP00000351052	A4D1L4
9606.ENSP00000358242	Q3B7B6
9606.ENSP00000310585	Q8IUH7
9606.ENSP00000368666	X5D9N8
9606.ENSP00000367024	F2YHM7
9606.ENSP00000325905	H7C1N1
9606.ENSP00000367766	H7C4L1
9606.ENSP00000368924	H7C4N4
9606.ENSP00000402698	H7C5D7
9606.ENSP00000310969	Q0VAG8
9606.ENSP00000340684	Q49A63
9606.ENSP00000366005	U5YBL6
9606.ENSP00000377862	B3KRB4
9606.ENSP00000306138	B4DGN0
9606.ENSP00000344871	B4DVP3
9606.ENSP00000422496	B4DVQ6
9606.ENSP00000296328	B4E126
9606.ENSP00000366005	H9C3I4
9606.ENSP00000355046	H9E777
9606.ENSP00000418960	K4JUB1
9606.ENSP00000250498	Q53G02
9606.ENSP00000279488	Q689E8
9606.ENSP00000261880	Q6AWA0
9606.ENSP00000299698	Q6ZWK7
9606.ENSP00000382034	Q8SNB9
9606.ENSP00000382034	U3NEL6
9606.ENSP00000268655	V9GZ69
9606.ENSP00000305442	B3KSN1
9606.ENSP00000348772	B3KX94
9606.ENSP00000366899	B4DFU5
9606.ENSP00000331487	B4DG89
9606.ENSP00000384197	B4DGD1
9606.ENSP00000313391	B4DNN1
9606.ENSP00000291574	B4DV34
9606.ENSP00000229829	B4DW77
9606.ENSP00000261439	B4E0Y2
9606.ENSP00000355211	B4E3D2
9606.ENSP00000378958	C9JFZ0
9606.ENSP00000420182	C9JMW4
9606.ENSP00000350348	C9JU97
9606.ENSP00000420140	C9K0C0
9606.ENSP00000353099	D5G2K8
9606.ENSP00000279146	D5LTB3
9606.ENSP00000374218	H7BXJ6
9606.ENSP00000321424	V9H0H5
9606.ENSP00000345824	B7ZVZ7
9606.ENSP00000317125	E9PLI7
9606.ENSP00000300226	E9PQE1
9606.ENSP00000353099	G1EMW0
9606.ENSP00000323065	Q7LAX7
9606.ENSP00000367797	Q7Z461
9606.ENSP00000303242	A0A024D9S0
9606.ENSP00000327077	A2RUU9
9606.ENSP00000384084	B7Z258
9606.ENSP00000281471	E9PHB0
9606.ENSP00000379032	E9PJA5
9606.ENSP00000368144	E9PLJ6
9606.ENSP00000309792	E9PNU5
9606.ENSP00000299626	E9PR58
9606.ENSP00000366005	G0ZMG9
9606.ENSP00000366005	G1EP18
9606.ENSP00000418960	G4V502
9606.ENSP00000331871	G4XMV9
9606.ENSP00000366005	Q1G4P3
9606.ENSP00000344488	Q86VR1
9606.ENSP00000257555	E0YMI7
9606.ENSP00000366005	E0YTI4
9606.ENSP00000365402	E0YTM0
9606.ENSP00000335153	H0YJF5
9606.ENSP00000365402	H2BDR2
9606.ENSP00000301149	Q13138
9606.ENSP00000380505	Q14215
9606.ENSP00000452871	Q6PRX3
9606.ENSP00000317721	Q8N6Z6
9606.ENSP00000373854	Q8N882
9606.ENSP00000358417	Q96RV5
9606.ENSP00000262345	H0Y5V0
9606.ENSP00000380193	H0YNW2
9606.ENSP00000365402	H2BE97
9606.ENSP00000349003	A0A0A0MRP3
9606.ENSP00000362361	B2R9L6
9606.ENSP00000011292	B4DDW9
9606.ENSP00000349770	B4DLN8
9606.ENSP00000242810	C9JMQ9
9606.ENSP00000328939	F4MHM9
9606.ENSP00000355046	F5BAE1
9606.ENSP00000290765	G9J6Q6
